AWAY,HOME,VegasSpread,VegasTotal,Court,Time
VCU,Rhode Island,2,134,H,06:00 PM
LSU,Alabama,-9,165,H,06:00 PM
Seton Hall,Providence,-1,141,H,06:00 PM
Louisville,Syracuse,-3,139,H,06:00 PM
Villanova,St. John's,6,154,H,08:00 PM
Oklahoma St.,TCU,4,142,H,08:00 PM
Virginia Tech,Pittsburgh,3,135,H,06:00 PM
SMU,Tulsa,1,135,H,08:00 PM
Kentucky,Missouri,-5,133,H,06:00 PM
Virginia,North Carolina St.,5,129,H,08:00 PM
East Tennessee St.,Mercer,1,145,H,06:00 PM
South Carolina,Florida,-11,157,H,05:30 PM
UCF,Memphis,-8,134,H,07:00 PM
Chattanooga,Western Carolina,1,145,H,06:00 PM
Georgetown,Creighton,-12,146,H,08:00 PM
UNC Greensboro,The Citadel,6,160,H,06:00 PM
Saint Louis,La Salle,10,142,H,06:00 PM
Houston,East Carolina,15,125,H,05:00 PM
VMI,Wofford,-7,147,H,06:00 PM
Tulane,Wichita St.,-11,135,H,07:00 PM
Incarnate Word,Lamar,1,135,H,07:00 PM
Western Michigan,Bowling Green,-9,139,H,06:00 PM
Elon,James Madison,-10,146,H,03:00 PM
Fordham,Massachusetts,-14,132,H,05:00 PM
Stephen F. Austin,Texas A&M Corpus Chris,9,141,H,07:00 PM
