AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Alabama,Arkansas,1,157,H,08:00 PM
Xavier,Providence,-1,139,H,08:00 PM
St. Bonaventure,Davidson,-1,133,H,04:00 PM
Indiana,Rutgers,-4,132,H,07:00 PM
Marquette,North Carolina,-6,142,H,06:00 PM
Tennessee,Vanderbilt,5,139,H,08:00 PM
Clemson,Wake Forest,3,127,H,03:30 PM
Kent St.,Ball St.,3,145,H,01:00 PM
Cincinnati,Tulsa,-2,130,H,08:00 PM
South Carolina,Mississippi St.,-7,145,H,06:00 PM
South Florida,Temple,-2,136,H,06:00 PM
North Carolina St.,Virginia,-8,126,H,05:30 PM
Chattanooga,Mercer,-3,143,H,06:00 PM
DePaul,Creighton,-13,141,H,08:00 PM
Seton Hall,Butler,6,128,H,06:00 PM
Florida St.,Miami FL,14,146,H,07:30 PM
Duquesne,La Salle,5,137,H,06:00 PM
Tulane,Memphis,-11,129,H,07:00 PM
American,Loyola MD,-2,136,H,06:00 PM
George Washington,George Mason,-6,144,H,05:00 PM
Sam Houston St.,Abilene Christian,-8,138,H,07:30 PM
Dayton,Saint Joseph's,8,142,H,05:00 PM
North Carolina A&T,North Carolina Central,1,141,H,04:00 PM
Fresno St.,UNLV,-5,129,H,10:00 PM
New Mexico,Air Force,-1,123,H,05:00 PM
Stephen F. Austin,Northwestern St.,7,157,H,06:30 PM
The Citadel,Furman,-15,163,H,06:00 PM
New Orleans,Texas A&M Corpus Chris,3,147,H,07:00 PM
Holy Cross,Boston University,-4,140,H,06:00 PM
Western Carolina,UNC Greensboro,-12,140,H,06:00 PM
High Point,Campbell,-6,130,H,06:00 PM
Houston Baptist,Nicholls St.,-11,155,H,07:00 PM
Alabama A&M,Southern,-4,130,H,02:30 PM
Hampton,Longwood,-8,138,H,05:00 PM
McNeese St.,Southeastern Louisiana,-4,144,H,07:00 PM
Lamar,Incarnate Word,-7,133,H,07:00 PM
Northern Arizona,Southern Utah,-13,143,H,07:00 PM
Delaware St.,Norfolk St.,-13,153,H,5:00 PM
