AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Illinois,Minnesota,3,151,H,2:30 PM
Texas Tech,Kansas,-1,133,H,1:00 PM
West Virginia,Texas,-3,149,H,2:00 PM
Virginia,Duke,2,130,H,7:00 PM
Louisville,North Carolina,-2,136,H,5:00 PM
Notre Dame,Syracuse,-2,150,H,1:00 PM
Seton Hall,Georgetown,2,140,H,4:30 PM
Auburn,LSU,-6,164,H,3:00 PM
Stanford,Washington St.,2,134,H,3:00 PM
Arizona,USC,-6,140,H,5:00 PM
Missouri,South Carolina,4,154,H,1:00 PM
Connecticut,Villanova,-4,138,H,12:00 PM
North Carolina St.,Wake Forest,1,139,H,1:00 PM
Florida St.,Pittsburgh,9,153,H,3:00 PM
Utah,Oregon,-5,139,H,8:00 PM
Kentucky,Tennessee,-7,129,H,12:00 PM
Purdue,Nebraska,5,135,H,4:30 PM
BYU,Loyola Marymount,4,136,H,2:00 PM
Michigan St.,Indiana,-6,134,H,11:00 AM
UCF,Tulane,1,125,H,11:00 AM
South Dakota St.,North Dakota St.,1,139,H,7:30 PM
Georgia,Florida,-10,158,H,2:30 PM
Mississippi St.,Mississippi,-5,123,H,5:00 PM
Eastern Washington,Montana,1,145,H,1:05 PM
Georgia Tech,Miami FL,5,135,H,11:00 AM
Furman,Mercer,3,151,H,1:00 PM
Duquesne,Richmond,-6,138,H,3:30 PM
Monmouth,Iona,-3,159,H,6:00 PM
San Diego,Gonzaga,-31,159,H,7:00 PM
Colorado,Oregon St.,6,134,H,7:00 PM
VMI,The Citadel,3,175,H,12:00 PM
DePaul,St. John's,-8,148,H,6:30 PM
Vanderbilt,Alabama,-16,156,H,12:00 PM
California,Washington,-1,141,H,9:00 PM
Pepperdine,Santa Clara,5,141,H,5:00 PM
La Salle,Saint Joseph's,-1,151,H,11:30 AM
Arizona St.,UCLA,-8,146,H,9:00 PM
Chattanooga,UNC Greensboro,-4,134,H,4:00 PM
New Mexico St.,Utah Valley,-1,143,N,8:00 PM
Oklahoma,Iowa St.,11,139,H,5:00 PM
Bucknell,Lafayette,-2,152,H,3:00 PM
Oakland,Milwaukee,-2,156,H,4:00 PM
Wofford,Western Carolina,2,142,H,12:00 PM
Oral Roberts,South Dakota,-5,161,H,11:00 PM
George Mason,VCU,-12,132,H,1:30 PM
Sacred Heart,St. Francis NY,-1,157,H,3:00 PM
Green Bay,Illinois Chicago,1,139,H,7:00 PM
Mount St. Mary's,Fairleigh Dickinson,-1,135,H,1:00 PM
Southern Miss,FIU,-1,137,H,1:00 PM
UC Irvine,Cal St. Fullerton,7,145,H,7:00 PM
Cal St. Bakersfield,UC Santa Barbara,-7,127,H,9:00 PM
South Alabama,Appalachian St.,-2,134,H,3:00 PM
Eastern Kentucky,Southeast Missouri St.,5,149,H,5:00 PM
Siena,Niagara,2,124,H,11:00 AM
Wright St.,Northern Kentucky,9,143,H,4:00 PM
Loyola MD,Lehigh,1,139,H,12:00 PM
Cleveland St.,Fort Wayne,4,140,H,4:00 PM
Old Dominion,UAB,-9,131,H,3:00 PM
San Diego St.,Fresno St.,12,126,H,6:30 PM
IUPUI,Youngstown St.,-4,148,H,4:00 PM
Stony Brook,Albany,-5,135,H,3:00 PM
North Dakota,Nebraska Omaha,-2,142,H,7:00 PM
Merrimack,Bryant,-9,147,H,3:00 PM
Hawaii,Cal St. Northridge,5,145,H,6:00 PM
Kansas St.,TCU,-9,133,H,4:00 PM
UC Riverside,UC San Diego,9,139,H,7:00 PM
New Hampshire,UMass Lowell,-4,138,H,12:00 PM
Cal Baptist,Grand Canyon,-10,142,H,8:00 PM
Rider,Quinnipiac,-5,141,H,12:00 PM
Canisius,Fairfield,3,139,H,4:00 PM
Lamar,Texas A&M Corpus Chris,-1,137,H,4:00 PM
Tarleton St.,Dixie St.,5,143,H,8:00 PM
North Carolina A&T,Florida A&M,-6,136,H,3:00 PM
Sacramento St.,Southern Utah,-7,145,H,1:00 PM
Marist,Saint Peter's,-6,116,H,7:00 PM
Boston University,Colgate,-17,149,H,12:00 PM
Eastern Michigan,Kent St.,-16,150,H,1:00 PM
Troy,Georgia St.,-9,139,H,3:00 PM
Elon,William & Mary,-5,133,H,1:00 PM
Pacific,Portland,10,142,H,3:00 PM
Jacksonville St.,Tennessee St.,8,136,H,4:00 PM
Miami OH,Northern Illinois,6,132,H,5:00 PM
Holy Cross,Army,-11,145,H,2:00 PM
Tennessee Tech,Belmont,-20,154,H,4:00 PM
Central Arkansas,Nicholls St.,-11,157,H,5:00 PM
Robert Morris,Detroit,-11,147,H,4:00 PM
St. Francis PA,Wagner,-8,132,H,6:00 PM
Central Connecticut,LIU Brooklyn,-11,147,H,6:00 PM
Cal Poly,Long Beach St.,-7,139,H,6:00 PM
Eastern Illinois,Austin Peay,-11,141,H,4:00 PM
SIU Edwardsville,Murray St.,-13,137,H,7:30 PM
Portland St.,Idaho,8,134,H,2:00 PM
Jacksonville,Stetson,-9,135,H,4:00 PM
Binghamton,NJIT,-7,135,H,3:00 PM
Kennesaw St.,Lipscomb,-10,134,H,7:00 PM
Morehead St.,Tennessee Martin,10,128,H,4:00 PM
Northern Arizona,Weber St.,-17,149,H,1:00 PM
Denver,UMKC,-12,126,H,7:00 PM
Alabama St.,Alcorn St.,-6,132,H,5:30 PM
