AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
SMU,Boise St.,1,147,N,8:00 PM,9.9
UCLA,Michigan St.,1,133,N,8:57 PM,-6.5
North Carolina St.,Davidson,1,141,N,6:00 PM,4.9
Drake,Wichita St.,-1,143,N,5:27 PM,-9.1
Appalachian St.,Norfolk St.,-1,133,N,7:40 PM,-11.9
Texas Southern,Mount St. Mary's,-1,127,N,4:10 PM,2.7
