AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Gonzaga,Virginia,2,134,N,03:00 PM
Ohio St.,Northwestern,-1,141,H,01:00 PM
Indiana,Illinois,-6,148,H,03:00 PM
Kentucky,Louisville,4,134,H,12:00 PM
Houston,UCF,8,132,H,01:00 PM
Robert Morris,Fort Wayne,1,131,H,06:00 PM
Youngstown St.,Cleveland St.,3,143,H,12:00 PM
Texas Southern,LSU,18,156,H,04:00 PM
Norfolk St.,George Mason,8,134,H,03:00 PM
Nicholls St.,LSU,20,152,H,01:00 PM
Oakland,Detroit,8,156,H,03:00 PM
Green Bay,Wright St.,15,147,H,03:00 PM
