AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
Texas Tech,Arkansas,1,143,N,5:10 PM,2.1
Wisconsin,Baylor,-3,143,N,1:40 PM,6.3
Loyola Chicago,Illinois,-4,134,N,11:10 AM,-18.3
Syracuse,West Virginia,-3,157,N,4:15 PM,6.3
Oregon St.,Oklahoma St.,-5,143,N,8:40 PM,12.0
Rutgers,Houston,-9,135,N,6:10 PM,-20.7
North Texas,Villanova,-5,129,N,7:45 PM,3.0
Oral Roberts,Florida,-11,155,N,6:45 PM,15.0
