AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Ohio St.,Purdue,1,135,H,6:00 PM
Duke,Notre Dame,1,149,H,8:00 PM
North Carolina St.,Louisville,4,142,H,6:00 PM
TCU,Oklahoma St.,3,133,H,8:00 PM
Massachusetts,La Salle,1,143,H,12:00 PM
Richmond,Vanderbilt,5,147,H,12:00 PM
Pittsburgh,Miami FL,7,143,H,5:00 PM
FIU,Florida Gulf Coast,1,141,H,6:00 PM
Toledo,Marshall,-6,148,H,5:00 PM
South Florida,Cincinnati,-7,131,H,6:00 PM
UTSA,Oregon St.,-5,151,H,4:00 PM
Butler,Villanova,-9,131,H,6:00 PM
UTEP,Arizona St.,11,153,H,8:00 PM
Mercer,Georgia St.,8,152,H,5:00 PM
Samford,Troy,1,149,H,6:00 PM
Campbell,Elon,-1,141,H,
East Carolina,SMU,11,143,H,7:00 PM
Fairleigh Dickinson,St. Francis PA,-2,154,H,3:00 PM
Memphis,Tulane,10,134,H,6:00 PM
Northeastern,Syracuse,-17,145,H,
Oral Roberts,Oklahoma,-19,161,H,
Mississippi,Middle Tennessee,12,138,H,7:00 PM
UNC Asheville,Chattanooga,6,146,H,6:00 PM
Montana,Washington,9,131,H,10:00 PM
San Diego,Cal Poly,6,142,H,5:00 PM
Drake,South Dakota,8,142,H,6:00 PM
William & Mary,Hampton,1,149,H,5:00 PM
St. Francis NY,Central Connecticut,-3,157,H,3:00 PM
Sam Houston St.,Texas,28,144,H,7:00 PM
Tennessee Tech,Jacksonville St.,5,131,H,6:30 PM
Southern,UAB,-13,143,H,6:30 PM
Northern Colorado,Denver,4,136,H,7:00 PM
Central Arkansas,Mississippi St.,14,146,H,7:00 PM
LIU Brooklyn,Sacred Heart,5,149,H,6:00 PM
Nebraska Omaha,Colorado,19,139,H,4:00 PM
Cal Baptist,Arizona,19,149,H,6:00 PM
Grambling St.,Louisiana Monroe,-4,126,H,6:00 PM
North Florida,Florida,25,145,H,6:00 PM
New Orleans,LSU,26,156,H,8:00 PM
Wagner,Bryant,-9,155,H,
Arkansas St.,Stephen F. Austin,12,142,H,6:30 PM
Kennesaw St.,Belmont,19,149,H,6:30 PM
