AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Creighton,Kansas,1,147,H,4:00 PM
North Carolina,Iowa,2,158,H,6:30 PM
Illinois,Duke,2,148,H,8:30 PM
Syracuse,Rutgers,2,142,H,8:30 PM
Ohio St.,Notre Dame,2,144,H,6:30 PM
Penn St.,Virginia Tech,4,142,H,8:00 PM
Purdue,Miami FL,5,141,H,4:00 PM
Colorado,Tennessee,6,136,H,5:00 PM
Murray St.,Austin Peay,1,143,H,7:30 PM
Boston College,Minnesota,8,150,H,6:00 PM
East Tennessee St.,UNC Asheville,2,134,H,6:00 PM
UTEP,Saint Mary's,-8,134,H,9:00 PM
North Carolina A&T,Longwood,1,139,H,5:00 PM
Montana,Georgia,8,140,H,6:00 PM
Bryant,St. Francis NY,2,150,H,6:00 PM
UC Irvine,USC,12,138,H,9:00 PM
Campbell,Jacksonville,3,137,H,6:00 PM
Ball St.,Northern Illinois,4,130,H,6:00 PM
Kent St.,Detroit,7,151,H,6:00 PM
St. Francis PA,Mount St. Mary's,-2,140,H,6:00 PM
Oral Roberts,Oklahoma St.,16,156,H,7:00 PM
Northern Kentucky,Dayton,10,136,H,6:00 PM
Central Arkansas,Saint Louis,24,152,H,7:00 PM
Tennessee St.,Belmont,9,147,H,6:30 PM
Delaware,UMBC,9,145,H,3:00 PM
Green Bay,Marquette,21,153,H,8:00 PM
Jackson St.,Mississippi St.,12,132,H,8:00 PM
Coppin St.,Georgetown,17,149,H,6:00 PM
Rider,St. John's,22,154,H,6:00 PM
Stetson,South Florida,12,136,H,4:00 PM
Central Connecticut,Fairleigh Dickinson,-8,158,H,6:00 PM
Wagner,Seton Hall,20,148,H,4:00 PM
Morgan St.,Iona,7,143,H,2:00 PM
Idaho St.,Utah,23,141,H,5:00 PM
