AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Texas Tech,West Virginia,-2,132,H,08:00 PM
Arizona St.,Arizona,-9,161,H,10:00 PM
Syracuse,Virginia,-6,128,H,06:00 PM
Oklahoma St.,Iowa St.,6,146,H,08:00 PM
Utah St.,UNLV,6,138,H,08:00 PM
Loyola Chicago,Bradley,6,124,H,06:00 PM
UNC Greensboro,Furman,-7,141,H,06:00 PM
Southern Illinois,Indiana St.,-6,138,H,06:00 PM
Radford,UNC Asheville,-3,133,H,02:00 PM
Loyola Marymount,Portland,8,142,H,04:00 PM
Alcorn St.,Alabama A&M,-4,142,H,06:00 PM
Charleston Southern,Gardner Webb,-16,138,H,03:00 PM
Presbyterian,High Point,-10,128,H,05:00 PM
Southern,Alabama St.,10,128,H,08:00 PM
Texas Southern,Mississippi Valley St.,21,145,H,07:30 PM
