AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
Villanova,Baylor,-4.3,148,N,4:15 PM,3.2
Syracuse,Houston,-7.8,142,N,8:55 PM,2.1
Oregon St.,Loyola Chicago,-5.5,122,N,1:40 PM,18.9
Oral Roberts,Arkansas,-13.6,160,N,6:25 PM,10.6
