AWAY,HOME,VegasSpread,VegasTotal,Court,Time
San Diego St.,Arizona St.,5,147,H,9:00 PM
Mercer,VMI,3,147,H,6:00 PM
UT Rio Grande Valley,Texas A&M Corpus Chris,1,137,H,7:00 PM
North Dakota,South Dakota,1,143,N,5:30 PM
Long Beach St.,San Francisco,-12,148,H,8:00 PM
North Dakota St.,South Dakota St.,10,138,N,8:00 PM
UC Riverside,Northern Arizona,6,136,H,7:00 PM
Jackson St.,Mississippi,19,139,H,7:00 PM
UNC Greensboro,Coppin St.,14,140,H,6:00 PM
Troy,North Alabama,6,140,H,6:00 PM
Portland,Oregon St.,12,140,H,7:00 PM
Gardner Webb,Western Kentucky,21,143,H,7:00 PM
New Orleans,Jacksonville,8,144,H,4:00 PM
UMKC,Minnesota,20,134,H,7:00 PM
North Florida,East Carolina,15,145,H,4:00 PM
