AWAY,HOME,VegasSpread,VegasTotal,Court,Time
USC,Stanford,2,138,H,04:00 PM
Rutgers,Penn St.,-2,144,H,06:00 PM
Arizona,Arizona St.,4,160,H,08:00 PM
Wichita St.,Memphis,-1,141,H,06:00 PM
Indiana,Iowa,-9,153,H,08:00 PM
Utah,Washington St.,1,127,H,09:00 PM
Pacific,Pepperdine,1,137,H,08:00 PM
Saint Mary's,Loyola Marymount,1,119,H,07:00 PM
San Francisco,Santa Clara,2,136,H,09:00 PM
Bowling Green,Miami OH,1,141,H,04:30 PM
Colorado St.,Utah St.,-9,135,H,10:00 PM
Charlotte,Florida Atlantic,-1,123,H,
Southern Utah,Weber St.,1,155,H,08:00 PM
Marshall,FIU,7,157,H,
Eastern Washington,Northern Colorado,4,140,H,07:30 PM
UCLA,California,9,135,H,08:00 PM
Jacksonville St.,Murray St.,-3,127,H,07:30 PM
Southern Miss,UTSA,-3,139,H,
Montana,Sacramento St.,1,115,H,07:05 PM
Fairleigh Dickinson,Merrimack,-1,141,H,06:00 PM
Stetson,Bellarmine,-1,137,H,
St. Francis PA,Sacred Heart,1,141,H,06:00 PM
Idaho St.,Portland St.,-1,139,H,09:05 PM
Eastern Michigan,Buffalo,-9,149,H,01:00 PM
Central Michigan,Akron,-10,154,H,05:00 PM
Eastern Illinois,Belmont,-13,157,H,07:00 PM
New Mexico,San Jose St.,3,143,N,02:00 PM
Florida Gulf Coast,Lipscomb,-5,135,H,
Portland,BYU,-20,148,H,08:00 PM
Mount St. Mary's,Central Connecticut,4,132,H,06:00 PM
Tennessee Tech,Austin Peay,-9,145,H,07:30 PM
Southeast Missouri St.,Morehead St.,-7,123,H,06:00 PM
Montana St.,Northern Arizona,6,136,H,07:00 PM
Tennessee Martin,Eastern Kentucky,-18,154,H,07:00 PM
