AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Michigan,Purdue,3,135,H,06:00 PM
Louisiana Tech,UTEP,-1,135,H,08:00 PM
Nevada,Wyoming,4,156,H,07:00 PM
Little Rock,UT Arlington,-1,149,H,06:00 PM
Charlotte,Florida Atlantic,-1,123,H,06:00 PM
Fort Wayne,Green Bay,-1,157,H,04:00 PM
Ball St.,Ohio,-6,152,H,06:00 PM
Marshall,FIU,7,157,H,06:00 PM
Detroit,Oakland,1,151,H,06:00 PM
Cal St. Bakersfield,UC Riverside,-3,119,H,06:00 PM
Illinois Chicago,Youngstown St.,1,141,H,04:00 PM
UC Davis,UC San Diego,-2,148,H,06:00 PM
Saint Peter's,Siena,-5,133,H,06:00 PM
Hawaii,Cal St. Fullerton,3,145,H,07:00 PM
Niagara,Quinnipiac,-1,127,H,03:00 PM
Monmouth,Manhattan,4,140,H,05:00 PM
Southern Miss,UTSA,-3,139,H,06:00 PM
Georgia St.,Appalachian St.,6,140,H,05:00 PM
Milwaukee,Cleveland St.,-4,130,H,08:00 PM
Stetson,Bellarmine,-1,137,H,06:00 PM
Rice,UAB,-11,141,H,06:30 PM
Wright St.,IUPUI,12,146,H,11:00 AM
St. Francis PA,Sacred Heart,1,139,H,03:00 PM
Fairleigh Dickinson,Merrimack,-2,138,H,03:00 PM
Marist,Rider,-1,133,H,06:00 PM
Northern Kentucky,Robert Morris,-2,132,H,06:00 PM
Fresno St.,Boise St.,-14,136,H,08:00 PM
UC Santa Barbara,Cal St. Northridge,7,145,H,06:00 PM
Georgia Southern,South Alabama,-4,138,H,06:00 PM
Jacksonville,North Alabama,-5,139,H,06:00 PM
Florida Gulf Coast,Lipscomb,-5,135,H,07:00 PM
Mount St. Mary's,Central Connecticut,4,130,H,03:00 PM
South Dakota,Western Illinois,7,145,H,07:00 PM
Texas St.,Louisiana Monroe,5,123,H,06:00 PM
Arkansas St.,Louisiana Lafayette,-12,144,H,06:00 PM
North Dakota,South Dakota St.,-15,143,H,07:30 PM
San Diego St.,Air Force,13,117,H,08:00 PM
Troy,Coastal Carolina,-11,137,H,05:00 PM
Grand Canyon,Dixie St.,10,140,H,08:00 PM
Kennesaw St.,North Florida,-6,132,H,06:00 PM
Cal Poly,UC Irvine,-16,136,H,06:00 PM
