AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
Mississippi St.,Richmond,-0.1,139,N,5:30 PM,-1.5
Louisiana Tech,Western Kentucky,-1.0,139,N,9:30 PM,1.7
Boise St.,Memphis,-4.6,143,N,8:00 PM,-17.5
North Carolina St.,Colorado St.,-3.4,145,N,6:00 PM,13.4
