AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Baylor,Texas,4,148,H,06:00 PM
Illinois,Indiana,1,141,H,08:00 PM
USC,Stanford,1,137,H,08:00 PM
Purdue,Maryland,1,135,H,05:30 PM
North Carolina,Clemson,-1,131,H,06:00 PM
Penn St.,Wisconsin,-6,138,H,07:30 PM
Tennessee,Mississippi,4,118,H,06:00 PM
Mississippi St.,Arkansas,-5,143,H,08:00 PM
Dayton,Duquesne,-1,125,H,08:00 PM
Georgia,Auburn,-8,158,H,06:00 PM
Michigan St.,Iowa,-14,160,H,06:00 PM
Buffalo,Ball St.,3,153,H,05:00 PM
Eastern Kentucky,Jacksonville St.,-1,151,H,06:00 PM
Wake Forest,Notre Dame,-6,142,H,04:00 PM
UNLV,Nevada,-5,145,H,08:00 PM
Akron,Toledo,-8,146,H,06:00 PM
Morgan St.,Coppin St.,2,156,H,07:00 PM
West Virginia,Iowa St.,10,144,H,06:00 PM
Miami OH,Kent St.,-6,148,H,05:00 PM
BYU,San Diego,8,138,H,08:00 PM
Butler,Marquette,-7,127,H,04:00 PM
UMBC,NJIT,1,131,H,01:00 PM
Ohio,Central Michigan,8,160,H,04:00 PM
Kansas St.,Kansas,-14,134,H,07:00 PM
Eastern Illinois,SIU Edwardsville,-4,140,H,05:00 PM
South Carolina St.,North Carolina Central,-16,146,H,06:00 PM
