AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Illinois,Penn St.,2,154,H,05:30 PM
Villanova,Marquette,2,140,H,06:00 PM
Rutgers,Ohio St.,2,140,H,03:30 PM
Xavier,Creighton,7,151,H,02:00 PM
UCLA,Oregon,5,139,H,02:00 PM
Providence,Butler,1,137,H,05:00 PM
Northwestern,Indiana,7,137,H,07:30 PM
Georgetown,Seton Hall,8,146,H,04:00 PM
New Hampshire,NJIT,-3,137,H,
NJIT,Rider,3,139,H,01:00 PM
Cal St. Bakersfield,Pepperdine,-10,140,H,05:00 PM
Saint Peter's,St. Francis NY,6,138,H,
New Mexico,Boise St.,16,140,H,09:00 PM
Towson,George Mason,9,137,H,03:00 PM
Coppin St.,Iona,8,142,H,06:00 PM
Northwestern St.,Washington St.,12,146,H,04:00 PM
BYU,Weber St.,18,142,N,06:00 PM
USC Upstate,Tennessee,29,143,H,04:00 PM
UMKC,Saint Louis,24,136,H,07:00 PM
San Jose St.,Utah St.,-17,153,H,08:00 PM
Southeastern Louisiana,Grambling St.,-5,137,H,03:00 PM
Bellarmine,Notre Dame,-20,146,H,11:00 AM
Western Illinois,DePaul,26,150,H,08:00 PM
Idaho St.,Northern Colorado,-7,131,H,03:00 PM
Delaware St.,UNC Wilmington,-15,155,H,11:00 AM
