AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Villanova,Creighton,-2,146,H,4:00 PM
Tennessee,LSU,2,144,H,1:00 PM
Arkansas,Missouri,-3,151,H,3:00 PM
Oklahoma,West Virginia,-3,143,H,12:00 PM
Iowa,Michigan St.,5,155,H,1:30 PM
Auburn,Kentucky,-2,142,H,12:00 PM
Connecticut,Xavier,-3,133,H,11:00 AM
Duke,North Carolina St.,-3,151,H,3:00 PM
Loyola Chicago,Drake,3,131,H,11:00 AM
Mississippi,South Carolina,2,138,H,5:00 PM
Utah,Stanford,-3,137,H,9:00 PM
Saint Mary's,Pepperdine,1,129,H,7:00 PM
Oregon,Arizona,-6,146,H,1:00 PM
UAB,Louisiana Tech,-1,131,H,3:00 PM
Indiana,Ohio St.,-7,139,H,11:00 AM
Gonzaga,San Francisco,17,157,H,5:00 PM
Providence,DePaul,3,135,H,7:00 PM
USC,Washington St.,5,131,H,7:00 PM
Northwestern,Rutgers,-7,139,H,4:00 PM
Georgia,Alabama,-15,161,H,2:30 PM
UNC Greensboro,Mercer,1,139,H,1:00 PM
Bradley,Missouri St.,-2,134,H,5:00 PM
South Dakota St.,Oral Roberts,2,164,H,4:00 PM
Pacific,Loyola Marymount,-3,125,H,6:00 PM
Colgate,Army,4,144,H,3:00 PM
North Carolina,Virginia,-9,127,H,5:00 PM
Eastern Washington,Montana St.,2,152,H,1:05 PM
Weber St.,Montana,-1,137,H,3:30 PM
Hofstra,James Madison,-3,149,H,1:00 PM
TCU,Texas,-11,143,H,1:00 PM
UC Irvine,UC Riverside,-4,124,H,10:59 PM
Butler,Georgetown,-5,129,H,12:30 PM
Wake Forest,Florida St.,-14,144,H,11:00 AM
Boston College,Syracuse,-10,152,H,1:00 PM
Kansas,Iowa St.,10,144,H,2:00 PM
Wofford,East Tennessee St.,-3,133,H,3:00 PM
Detroit,Cleveland St.,-3,137,H,6:00 PM
Vanderbilt,Mississippi St.,-8,138,H,12:00 PM
Samford,VMI,-4,160,H,12:00 PM
UC Santa Barbara,Hawaii,5,131,H,10:59 PM
Morehead St.,Belmont,-8,140,H,4:00 PM
Colorado,California,11,135,H,9:00 PM
Rice,Western Kentucky,-9,149,H,5:00 PM
UCLA,Washington,8,142,H,6:30 PM
Bowling Green,Toledo,-12,156,H,1:00 PM
South Alabama,Troy,1,133,H,4:00 PM
Oakland,Robert Morris,1,147,H,4:00 PM
Florida Atlantic,UTSA,-5,151,H,3:00 PM
Canisius,Quinnipiac,-2,136,H,12:00 PM
UNLV,Boise St.,-11,143,H,9:00 PM
Texas Southern,Grambling St.,2,140,H,3:00 PM
Charlotte,Old Dominion,-2,122,H,3:00 PM
Long Beach St.,UC Davis,-4,156,H,3:00 PM
New Mexico St.,Seattle,-3,137,H,10:00 PM
Sacramento St.,Cal Baptist,-3,147,H,2:00 PM
The Citadel,Chattanooga,-9,165,H,11:00 AM
Wagner,Fairleigh Dickinson,-2,140,H,6:00 PM
Valparaiso,Northern Iowa,-6,138,H,7:00 PM
Louisiana Lafayette,Louisiana Monroe,3,135,H,4:00 PM
Arkansas St.,Little Rock,-4,144,H,5:00 PM
Northern Kentucky,Green Bay,-4,140,H,4:00 PM
Kansas St.,Oklahoma St.,-15,137,H,11:00 AM
Bellarmine,North Alabama,4,138,H,6:00 PM
Eastern Kentucky,Tennessee St.,6,146,H,4:00 PM
UMass Lowell,Albany,-6,144,H,2:00 PM
Boston University,Holy Cross,-2,142,H,1:00 PM
Illinois Chicago,IUPUI,-4,140,H,11:00 AM
NJIT,Hartford,-4,128,H,1:00 PM
Middle Tennessee,Marshall,-14,148,H,3:00 PM
Milwaukee,Wright St.,-17,147,H,2:00 PM
Eastern Illinois,Tennessee Tech,-1,139,H,4:00 PM
Western Carolina,Furman,-13,147,H,1:00 PM
Norfolk St.,Morgan St.,-7,151,H,1:00 PM
Illinois St.,Southern Illinois,-7,139,H,3:00 PM
Loyola MD,Lafayette,-5,143,H,1:00 PM
Northeastern,Towson,6,132,H,12:00 PM
North Texas,Southern Miss,9,119,H,4:00 PM
Fresno St.,Air Force,3,121,H,2:00 PM
Fort Wayne,Youngstown St.,-6,152,H,4:00 PM
UT Arlington,Texas St.,-7,125,H,2:00 PM
Lipscomb,Jacksonville,4,130,H,5:00 PM
Lamar,Houston Baptist,-3,147,H,5:00 PM
Stony Brook,Vermont,-11,127,H,1:00 PM
UC San Diego,Cal St. Bakersfield,-10,136,H,6:00 PM
South Dakota,North Dakota,9,139,H,2:30 PM
Saint Louis,Fordham,14,124,H,2:30 PM
SIU Edwardsville,Jacksonville St.,-9,139,H,4:00 PM
Nicholls St.,Southeastern Louisiana,7,143,H,7:00 PM
FIU,UTEP,-10,140,H,8:00 PM
Southeast Missouri St.,Austin Peay,-9,137,H,5:00 PM
Central Arkansas,Sam Houston St.,-13,155,H,5:00 PM
Manhattan,Iona,-10,124,H,4:00 PM
Stetson,Kennesaw St.,6,130,H,3:00 PM
Dixie St.,Utah Valley,-12,148,H,7:00 PM
Denver,Western Illinois,-8,156,H,7:00 PM
North Florida,Liberty,-14,136,H,4:00 PM
Nebraska Omaha,UMKC,-9,127,H,7:00 PM
Northern Illinois,Kent St.,-18,136,H,1:00 PM
McNeese St.,Northwestern St.,-7,153,H,4:00 PM
Southern,Arkansas Pine Bluff,5,135,H,2:45 PM
Fairfield,Saint Peter's,-10,124,H,4:00 PM
Texas A&M Corpus Chris,Abilene Christian,-18,132,H,4:00 PM
Alabama A&M,Alabama St.,5,127,H,4:30 PM
Tennessee Martin,Murray St.,-15,135,H,7:30 PM
Idaho,Idaho St.,-12,126,H,1:00 PM
