AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Texas,West Virginia,2,140,H,12:00 PM
USC,Arizona St.,3,151,H,6:00 PM
Seton Hall,DePaul,-1,147,H,1:00 PM
Ohio St.,Rutgers,-3,141,H,11:00 AM
UCLA,Arizona,-2,140,H,8:00 PM
LSU,Mississippi,-4,146,H,7:30 PM
Oregon,Utah,2,140,H,8:30 PM
Oklahoma,Kansas,-6,146,H,3:30 PM
Alabama,Auburn,5,149,H,11:00 AM
Bradley,Northern Iowa,1,139,H,
South Florida,East Carolina,-1,127,H,12:00 PM
Kentucky,Florida,-6,138,H,4:00 PM
Rhode Island,VCU,-6,136,H,1:00 PM
Georgia,Arkansas,-11,157,H,2:30 PM
Miami FL,North Carolina St.,-8,144,H,11:00 AM
Oklahoma St.,Kansas St.,4,142,H,5:00 PM
Baylor,TCU,12,144,H,2:00 PM
St. John's,Creighton,-15,163,H,11:00 AM
Cincinnati,Wichita St.,-5,143,H,
Little Rock,Louisiana Lafayette,1,147,H,4:00 PM
Richmond,George Mason,5,145,H,11:00 AM
Texas Tech,Iowa St.,7,131,H,3:00 PM
Connecticut,Butler,6,132,H,3:00 PM
Saint Mary's,Santa Clara,4,124,H,6:00 PM
Akron,Eastern Michigan,-1,139,H,1:00 PM
Mississippi St.,Vanderbilt,3,135,H,12:00 PM
La Salle,Massachusetts,-3,147,H,3:00 PM
UMBC,New Hampshire,-1,135,H,1:00 PM
Louisiana Tech,Western Kentucky,-5,143,H,6:00 PM
Missouri St.,Valparaiso,4,142,H,1:00 PM
Georgetown,Syracuse,-11,145,H,6:00 PM
Washington St.,Stanford,-8,130,H,4:00 PM
UNLV,Colorado St.,-5,145,H,3:00 PM
Virginia,Boston College,7,131,H,1:00 PM
Hofstra,Northeastern,-3,135,H,11:00 AM
Colgate,Boston University,1,145,H,5:00 PM
Wake Forest,Duke,-11,147,H,11:00 AM
Washington,California,-3,131,H,2:00 PM
Wofford,UNC Greensboro,-3,139,H,4:00 PM
FIU,Middle Tennessee,4,144,H,4:00 PM
Stetson,North Alabama,-1,147,H,6:00 PM
Tennessee,Texas A&M,11,123,H,1:00 PM
Chattanooga,The Citadel,3,159,H,12:00 PM
Long Beach St.,Cal St. Fullerton,1,153,H,7:00 PM
Sam Houston St.,Central Arkansas,-3,155,H,4:00 PM
Illinois Chicago,Fort Wayne,2,146,H,4:00 PM
Gonzaga,Portland,31,167,H,7:00 PM
Montana St.,Northern Colorado,1,137,H,1:00 PM
Hartford,UMass Lowell,-1,133,H,11:00 AM
Bowling Green,Central Michigan,5,161,H,3:30 PM
Southern,Grambling St.,-1,139,H,5:30 PM
Ball St.,Buffalo,-7,145,H,4:00 PM
Nevada,San Diego St.,-11,135,H,8:00 PM
Austin Peay,Eastern Illinois,-3,147,H,4:00 PM
Lipscomb,Bellarmine,1,139,H,4:00 PM
North Texas,UTSA,7,145,H,3:00 PM
Jacksonville St.,Morehead St.,2,122,H,3:00 PM
Delaware,William & Mary,-1,137,H,1:00 PM
Hawaii,UC Riverside,-6,138,H,6:00 PM
South Alabama,Coastal Carolina,-5,153,H,2:00 PM
Northwestern St.,McNeese St.,-1,157,H,4:00 PM
South Dakota,UMKC,2,126,H,7:00 PM
Lafayette,Bucknell,3,143,H,3:00 PM
Campbell,Longwood,-1,135,H,5:00 PM
Marist,Monmouth,-7,145,H,1:00 PM
Illinois St.,Evansville,-3,133,H,1:00 PM
Incarnate Word,New Orleans,-1,141,H,6:00 PM
Albany,Saint Joseph's,-8,154,H,
Manhattan,Quinnipiac,-2,132,H,3:00 PM
Navy,Lehigh,3,137,H,1:00 PM
UNC Asheville,Hampton,4,148,H,2:00 PM
Cal Baptist,Utah Valley,-4,146,H,7:00 PM
Western Michigan,Kent St.,-6,136,H,3:00 PM
UT Arlington,Louisiana Monroe,5,135,H,4:00 PM
Tulane,Houston,-17,125,H,3:00 PM
Georgia Southern,Appalachian St.,-4,128,H,3:00 PM
IUPUI,Milwaukee,-7,147,H,11:00 AM
Oakland,Green Bay,-5,149,H,4:00 PM
