AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Illinois,Missouri,1,143,H,7:00 PM
Florida,Florida St.,2,140,H,10:00 AM
Alabama,Clemson,1,139,N,6:30 PM
Oklahoma St.,Wichita St.,1,145,H,2:00 PM
Utah,BYU,-2,142,H,5:00 PM
Oregon,Washington,3,139,H,7:00 PM
Notre Dame,Kentucky,5,145,H,11:00 AM
TCU,Texas A&M,1,127,N,1:00 PM
Syracuse,Boston College,5,151,H,12:00 PM
Dayton,Mississippi St.,1,131,N,11:00 AM
Cincinnati,Tennessee,7,131,H,11:30 AM
Old Dominion,VCU,4,136,H,4:00 PM
Auburn,Memphis,7,143,N,4:00 PM
Louisiana Tech,Louisiana Lafayette,3,149,H,6:00 PM
Indiana St.,Purdue,7,133,H,6:30 PM
Detroit,Western Michigan,1,147,H,1:00 PM
La Salle,Drexel,-2,134,H,1:00 PM
Belmont,Lipscomb,2,148,H,7:00 PM
Bryant,Stony Brook,2,150,H,12:00 PM
UTEP,Arizona,10,140,H,5:00 PM
Illinois St.,Ball St.,4,138,H,6:00 PM
UAB,East Tennessee St.,6,132,H,3:00 PM
Valparaiso,Central Michigan,4,152,H,1:00 PM
UC Santa Barbara,Loyola Marymount,-4,140,H,4:00 PM
South Florida,Wofford,6,134,N,1:30 PM
South Alabama,Southern Miss,-2,136,H,2:00 PM
Western Carolina,North Carolina A&T,5,149,H,3:00 PM
Iona,Fairfield,2,134,H,
Stephen F. Austin,Louisiana Monroe,6,136,H,4:30 PM
Central Arkansas,Arkansas,22,150,H,7:00 PM
Marist,Canisius,6,140,H,6:00 PM
UNC Wilmington,Mississippi,16,142,H,4:00 PM
Tennessee St.,IUPUI,5,145,H,11:00 AM
FIU,North Florida,7,151,H,4:00 PM
Florida Gulf Coast,Miami FL,18,138,H,11:00 AM
Winthrop,USC Upstate,9,155,H,3:00 PM
Wyoming,Utah Valley,8,140,H,3:00 PM
Rider,Manhattan,4,138,H,5:00 PM
Samford,Georgia,16,154,H,6:00 PM
Florida A&M,Oklahoma,-23,151,H,4:00 PM
High Point,UNC Asheville,6,144,H,2:00 PM
Texas A&M Corpus Chris,Texas Tech,-21,129,N,1:00 PM
North Dakota,North Dakota St.,4,134,N,5:30 PM
North Carolina Central,North Carolina,22,142,H,1:00 PM
Niagara,Saint Peter's,9,137,H,7:00 PM
Green Bay,Northern Iowa,19,153,H,11:00 AM
Evansville,Saint Louis,23,135,H,2:00 PM
Gardner Webb,Pittsburgh,15,141,H,1:00 PM
South Dakota,South Dakota St.,15,147,N,8:00 PM
St. Francis PA,St. Bonaventure,17,145,H,1:00 PM
Arkansas Pine Bluff,Tulane,8,136,H,1:00 PM
Cal St. Northridge,Pepperdine,-23,153,H,8:00 PM
UMKC,Toledo,15,135,H,11:00 AM
Idaho,Cal St. Bakersfield,10,130,H,3:00 PM
Western Illinois,Eastern Illinois,15,139,H,4:00 PM
Dixie St.,Denver,-16,136,H,2:00 PM
