AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Little Rock,Missouri St.,4,146,H,7:00 PM
Tulsa,Memphis,8,136,H,7:00 PM
Murray St.,Austin Peay,3,143,H,7:00 PM
UNC Wilmington,Campbell,1,139,H,12:00 PM
Northwestern St.,Gonzaga,-35,179,H,8:00 PM
Saint Joseph's,Tennessee,18,148,H,5:00 PM
Bryant,Massachusetts,11,169,H,3:00 PM
Wofford,Texas A&M,7,133,H,12:00 PM
San Diego,Arizona,-13,139,H,5:00 PM
Southern Illinois,Butler,10,130,H,6:30 PM
Texas Southern,BYU,-15,145,H,8:00 PM
Eastern Illinois,SIU Edwardsville,4,142,H,5:00 PM
Arkansas Pine Bluff,Baylor,33,151,H,7:00 PM
Sam Houston St.,UT Rio Grande Valley,-6,146,H,6:00 PM
Vermont,UMass Lowell,11,145,H,4:00 PM
Belmont,Evansville,6,138,H,6:00 PM
Cal St. Bakersfield,Stanford,-16,132,H,8:00 PM
New Mexico,Boise St.,-15,143,H,8:30 PM
Gardner Webb,Florida St.,22,144,H,6:00 PM
VMI,George Mason,11,143,H,12:00 PM
San Jose St.,Utah St.,-15,151,H,8:00 PM
Morgan St.,Delaware,-6,142,H,
New Orleans,Rice,-5,145,H,
Morehead St.,Clemson,19,125,H,11:00 AM
Jacksonville,Kansas St.,12,136,H,1:00 PM
Longwood,Virginia Tech,18,134,H,7:00 PM
Sacred Heart,Wagner,5,137,H,6:00 PM
Prairie View A&M,Washington St.,12,132,H,6:00 PM
Northern Arizona,Texas St.,-10,132,N,2:00 PM
Hampton,Charleston Southern,10,142,H,6:00 PM
South Carolina St.,Furman,30,144,H,3:00 PM
Mississippi Valley St.,Mississippi St.,30,148,H,7:00 PM
