AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Michigan,Wisconsin,1,131,H,12:00 PM
Minnesota,Maryland,1,141,H,06:00 PM
Loyola Chicago,Drake,4,132,H,02:00 PM
South Dakota St.,Oral Roberts,1,169,H,07:00 PM
UCF,Cincinnati,-1,135,H,12:00 PM
Pittsburgh,Georgia Tech,-6,144,H,03:00 PM
Oregon St.,Arizona St.,-3,147,H,06:00 PM
Marquette,Seton Hall,-7,143,H,02:00 PM
Hofstra,James Madison,-3,153,H,01:00 PM
Colgate,Army,5,147,H,05:00 PM
Nebraska,Penn St.,-10,144,H,02:00 PM
Bradley,Missouri St.,-4,134,H,03:00 PM
Tulane,South Florida,-4,124,H,01:00 PM
Lafayette,Loyola MD,-1,143,H,05:00 PM
Miami FL,Notre Dame,-10,142,H,05:00 PM
Valparaiso,Northern Iowa,-3,137,H,06:00 PM
Indiana St.,Evansville,3,125,H,03:00 PM
Illinois St.,Southern Illinois,-4,140,H,03:00 PM
Holy Cross,Boston University,-2,142,H,04:00 PM
NJIT,Hartford,-3,127,H,01:00 PM
Norfolk St.,Morgan St.,-6,150,H,01:00 PM
Sacramento St.,Cal Baptist,-4,148,H,02:00 PM
Northeastern,Towson,5,133,H,12:00 PM
South Dakota,North Dakota,8,142,H,02:30 PM
Stony Brook,Vermont,-11,133,H,11:00 AM
Boston University,Army,-10,140,H,
Fairfield,Saint Peter's,-9,121,H,04:00 PM
Elon,College of Charleston,-8,128,H,12:00 PM
South Carolina St.,North Carolina A&T,-14,152,H,
