AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
Pepperdine,Bellarmine,-5.5,152,N,7:30 PM,0.8
Stetson,Coastal Carolina,-3.4,148,N,4:30 PM,-1.8
