AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Rutgers,Northwestern,1,141,H,06:30 PM
North Carolina St.,Syracuse,-5,149,H,05:00 PM
St. John's,Marquette,-4,154,H,
Loyola Chicago,Missouri St.,5,137,H,02:00 PM
UNLV,Nevada,-1,145,H,08:30 PM
Bradley,Indiana St.,-1,129,H,03:00 PM
Washington St.,Washington,1,137,H,07:00 PM
Michigan St.,Ohio St.,-10,144,H,12:00 PM
SMU,Houston,-12,138,H,12:00 PM
Northern Iowa,Southern Illinois,-1,143,H,05:00 PM
New Mexico St.,Grand Canyon,-2,126,H,
Hofstra,UNC Wilmington,1,147,H,12:00 PM
Drexel,James Madison,-1,141,H,
Sam Houston St.,Stephen F. Austin,-4,150,H,03:00 PM
Morgan St.,Coppin St.,2,156,H,02:00 PM
UMBC,NJIT,1,131,H,01:00 PM
Hartford,Stony Brook,-1,127,H,01:00 PM
Bryant,Fairleigh Dickinson,7,169,H,03:00 PM
Valparaiso,Evansville,1,125,H,03:00 PM
Rice,North Texas,-8,138,H,
Florida A&M,North Carolina A&T,-1,143,H,
Siena,Marist,3,123,H,02:00 PM
Navy,Loyola MD,4,136,H,05:00 PM
William & Mary,Towson,-1,139,H,12:00 PM
Tulane,Temple,-7,127,H,11:00 AM
Quinnipiac,Canisius,-6,136,H,12:00 PM
Sacramento St.,Eastern Washington,-8,140,H,
New Hampshire,Binghamton,1,133,H,01:00 PM
Illinois St.,Drake,-19,141,H,02:00 PM
Middle Tennessee,UAB,-15,131,H,01:00 PM
Elon,Delaware,-6,128,H,01:00 PM
Colgate,Holy Cross,13,151,H,
Central Connecticut,St. Francis PA,-6,142,H,03:00 PM
Sacred Heart,Mount St. Mary's,-4,122,H,01:00 PM
