AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
Florida St.,Michigan,-1.3,145,N,1:15 PM,9.4
Creighton,Gonzaga,-11.5,161,N,8:55 PM,-4.0
UCLA,Alabama,-3.8,142,N,6:15 PM,7.7
Oregon,USC,-4.0,138,N,8:45 PM,6.2
