AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Florida,Auburn,1,153,H,06:00 PM
Georgia Tech,Virginia Tech,-1,137,H,06:00 PM
Kansas,Texas,-4,140,H,08:00 PM
Connecticut,Georgetown,2,136,H,08:00 PM
Notre Dame,Louisville,-2,138,H,06:00 PM
Saint Louis,VCU,-4,136,H,05:00 PM
LSU,Georgia,6,168,H,06:00 PM
Illinois,Michigan St.,7,145,H,06:00 PM
Mississippi,Missouri,-4,132,H,08:00 PM
Penn St.,Nebraska,4,140,H,07:00 PM
Massachusetts,Richmond,-5,153,H,05:00 PM
St. John's,Villanova,-9,159,H,07:00 PM
West Virginia,TCU,7,147,H,06:00 PM
Akron,Ohio,-3,153,H,01:00 PM
Pacific,San Diego,1,131,H,02:00 PM
Iowa St.,Baylor,-26,148,H,07:00 PM
Washington,Arizona St.,-9,157,H,08:00 PM
Miami OH,Central Michigan,3,151,H,04:00 PM
Oklahoma,Kansas St.,11,129,H,08:00 PM
Bowling Green,Eastern Michigan,6,146,H,06:00 PM
Appalachian St.,Georgia St.,-6,140,H,04:00 PM
High Point,Campbell,-4,132,H,06:00 PM
Buffalo,Northern Illinois,13,141,H,04:00 PM
North Alabama,Liberty,-15,131,H,11:00 AM
Arkansas Pine Bluff,Prairie View A&M,-17,135,H,06:00 PM
