AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Creighton,Seton Hall,1,147,H,6:00 PM
Mississippi,Arkansas,-2,138,H,7:30 PM
Boise St.,Colorado St.,1,143,H,8:00 PM
Virginia Tech,Notre Dame,-1,141,H,6:00 PM
Wisconsin,Maryland,3,129,H,8:00 PM
Drake,Missouri St.,2,146,H,8:00 PM
St. John's,DePaul,-3,159,H,8:00 PM
Penn St.,Ohio St.,-6,148,H,6:00 PM
Georgia,South Carolina,-4,162,H,6:00 PM
Marquette,Providence,-3,139,H,6:00 PM
BYU,Pepperdine,5,143,H,2:00 PM
Utah St.,UNLV,5,135,H,10:00 PM
Mercer,UNC Greensboro,-3,145,H,6:00 PM
Wake Forest,North Carolina St.,-8,146,H,7:00 PM
Bowling Green,Kent St.,-6,154,H,4:00 PM
Rhode Island,La Salle,5,137,H,4:00 PM
Stephen F. Austin,Abilene Christian,-6,134,H,7:30 PM
Washington St.,Colorado,-12,132,H,8:00 PM
Miami FL,Florida St.,-16,142,H,5:00 PM
Western Carolina,VMI,-3,163,H,6:00 PM
Vanderbilt,Florida,-14,152,H,5:30 PM
Kansas St.,Baylor,-23,137,H,8:00 PM
New Orleans,Northwestern St.,-1,155,H,6:30 PM
East Carolina,UCF,-6,128,H,6:45 PM
Wofford,The Citadel,6,164,H,4:00 PM
Fairleigh Dickinson,St. Francis PA,-3,153,H,3:00 PM
Duquesne,Fordham,4,114,H,5:00 PM
Towson,James Madison,-6,148,H,3:00 PM
Central Arkansas,Southeastern Louisiana,4,152,H,8:00 PM
Sam Houston St.,Texas A&M Corpus Chris,7,139,H,7:00 PM
Houston Baptist,Incarnate Word,-8,146,H,7:00 PM
