AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif
Ohio St.,Illinois,-2,152,N,2:30 PM,-11.1
LSU,Alabama,-5,161,N,12:00 PM,8.3
VCU,St. Bonaventure,-1,127,N,12:00 PM,-8.5
Cincinnati,Houston,-15,139,N,2:15 PM,-5.7
