AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Michigan,Ohio St.,-1,147,H,12:00 PM
Penn St.,Iowa,-11,161,H,5:00 PM
Maryland,Rutgers,-4,130,H,2:00 PM
Wisconsin,Northwestern,4,130,H,6:00 PM
Davidson,St. Bonaventure,-4,132,H,2:30 PM
South Florida,Temple,-4,132,H,1:00 PM
Rhode Island,George Washington,5,145,H,10:30 AM
Cincinnati,Houston,-16,136,H,12:00 PM
Bryant,Merrimack,3,143,H,3:00 PM
Valparaiso,Southern Illinois,-2,128,H,4:00 PM
Oral Roberts,South Dakota,-5,161,H,2:30 PM
Butler,Xavier,-9,133,H,6:00 PM
Mount St. Mary's,Fairleigh Dickinson,-1,133,H,1:00 PM
Stony Brook,Albany,-3,131,H,1:00 PM
Siena,Niagara,1,125,H,11:00 AM
Sacred Heart,St. Francis NY,-2,158,H,1:00 PM
Little Rock,Louisiana Monroe,1,129,H,4:00 PM
Western Michigan,Ball St.,-4,132,H,6:00 PM
Army,Holy Cross,6,142,H,2:00 PM
Georgia Southern,Coastal Carolina,-6,140,H,12:00 PM
UNLV,San Jose St.,8,148,H,3:00 PM
Rider,Quinnipiac,-5,141,H,12:00 PM
Boston University,Colgate,-16,150,H,12:00 PM
Evansville,Drake,-13,133,H,3:00 PM
North Carolina A&T,Florida A&M,-7,135,H,3:00 PM
Binghamton,NJIT,-5,137,H,2:00 PM
Hampton,Longwood,-8,136,H,2:00 PM
Central Connecticut,LIU Brooklyn,-11,149,H,3:00 PM
St. Francis PA,Wagner,-9,131,H,3:00 PM
Lehigh,Loyola MD,-10,136,H,5:00 PM
