AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Alabama,LSU,-2,162,H,08:00 PM
Duke,Pittsburgh,-1,143,H,08:00 PM
Tennessee,Florida,5,135,H,06:00 PM
Mississippi,Mississippi St.,-1,129,H,08:00 PM
Purdue,Ohio St.,-4,138,H,05:30 PM
Penn St.,Illinois,-7,155,H,07:30 PM
Buffalo,Kent St.,-1,157,H,04:00 PM
South Carolina,Missouri,-7,145,H,06:00 PM
Seton Hall,Villanova,-7,141,H,08:00 PM
Maryland,Michigan,-10,140,H,06:00 PM
Colorado St.,Utah St.,-7,135,H,08:00 PM
Ball St.,Miami OH,-1,139,H,06:00 PM
Miami FL,Syracuse,-8,142,H,06:00 PM
Butler,DePaul,-7,135,H,06:00 PM
UNC Wilmington,Towson,1,143,H,12:00 PM
Akron,Bowling Green,-6,150,H,06:00 PM
UNC Asheville,Gardner Webb,-4,146,H,06:00 PM
USC,Oregon St.,12,136,H,06:00 PM
San Diego,Loyola Marymount,-7,135,H,08:00 PM
Kansas St.,Oklahoma,-12,136,H,05:30 PM
High Point,Longwood,-1,131,H,05:00 PM
Radford,Campbell,-2,124,H,06:00 PM
Southeast Missouri St.,Tennessee St.,-3,133,H,06:00 PM
USC Upstate,Charleston Southern,-1,137,H,06:00 PM
Central Michigan,Toledo,-18,160,H,06:00 PM
Ohio,Northern Illinois,10,136,H,06:00 PM
