AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Loyola Chicago,Richmond,1,145,N,5:00 PM
Davidson,Rhode Island,3,137,H,6:00 PM
BYU,San Diego St.,6,134,H,4:00 PM
Saint Peter's,Monmouth,3,141,H,4:00 PM
Iowa St.,West Virginia,17,149,H,8:00 PM
Montana St.,Washington St.,3,135,H,11:00 PM
VMI,Gardner Webb,1,139,H,11:00 AM
UNC Wilmington,Norfolk St.,-3,135,H,3:00 PM
Iona,Rider,2,146,H,6:00 PM
Belmont,Tennessee St.,5,143,H,6:30 PM
Santa Clara,San Jose St.,8,150,H,11:00 PM
Weber St.,Portland St.,-2,144,H,9:05 PM
Northwestern St.,Tulsa,10,148,H,6:00 PM
Fairfield,Niagara,4,130,H,3:00 PM
Northern Colorado,Utah St.,-11,135,H,
Eastern Washington,Northern Arizona,9,145,H,1:00 PM
Tennessee Tech,Tennessee,23,129,H,6:00 PM
Prairie View A&M,Missouri,-25,141,H,7:00 PM
North Dakota,Southern Illinois,6,132,H,3:00 PM
Florida A&M,Georgia Tech,17,141,H,6:00 PM
Incarnate Word,Arizona St.,-22,154,H,11:00 PM
Hampton,Howard,3,155,H,4:00 PM
Air Force,Nevada,-12,132,H,9:00 PM
SIU Edwardsville,Morehead St.,8,134,H,5:00 PM
Idaho,Utah,-22,142,H,11:00 PM
Tennessee Martin,Southeast Missouri St.,9,147,H,6:30 PM
South Carolina St.,Presbyterian,6,138,H,5:00 PM
Chicago St.,Northern Illinois,11,137,H,6:00 PM
