Team,AdjEM,AdjOE,AdjDE
Gonzaga,33.400000000000006,122.2,88.8
Houston,28.19999999999999,117.1,88.9
Kentucky,26.299999999999997,118.6,92.3
Arizona,25.5,116.3,90.8
Baylor,25.60000000000001,118.2,92.6
Kansas,25.5,120.4,94.9
Auburn,24.39999999999999,115.6,91.2
Villanova,25.10000000000001,119.2,94.1
Purdue,26.200000000000003,124.8,98.6
Duke,24.5,116.9,92.4
Texas Tech,22.299999999999997,110.6,88.3
UCLA,22.799999999999997,115.0,92.2
Tennessee,21.799999999999997,111.7,89.9
Texas,21.0,111.9,90.9
Illinois,20.5,113.3,92.8
Arkansas,17.700000000000003,108.9,91.2
Ohio St.,18.80000000000001,117.4,98.6
Iowa,18.700000000000003,118.2,99.5
Saint Mary's,17.10000000000001,109.4,92.3
Indiana,16.69999999999999,107.1,90.4
LSU,16.10000000000001,104.2,88.1
Michigan,17.599999999999994,115.1,97.5
San Francisco,16.599999999999994,109.0,92.4
Connecticut,17.0,112.3,95.3
Wisconsin,16.69999999999999,111.6,94.9
Virginia Tech,17.200000000000003,115.8,98.6
Alabama,17.10000000000001,115.7,98.6
Michigan St.,16.5,112.3,95.8
Oklahoma,16.10000000000001,110.4,94.3
Memphis,15.900000000000006,110.5,94.6
Wake Forest,15.699999999999989,110.6,94.9
Boise St.,15.099999999999994,106.5,91.4
San Diego St.,13.799999999999997,100.2,86.4
Dayton,14.900000000000006,108.7,93.8
Washington St.,14.400000000000006,106.2,91.8
Iowa St.,13.900000000000006,103.4,89.5
North Texas,14.5,107.6,93.1
Xavier,14.900000000000006,111.2,96.3
Providence,14.899999999999991,111.3,96.4
Marquette,14.799999999999997,110.3,95.5
Murray St.,14.799999999999997,111.0,96.2
Mississippi St.,14.700000000000003,112.2,97.5
Oklahoma St.,13.599999999999994,105.0,91.4
Seton Hall,14.0,109.2,95.2
Colorado St.,14.400000000000006,114.4,100.0
Fresno St.,13.299999999999997,106.2,92.9
Loyola Chicago,13.799999999999997,111.2,97.4
Saint Louis,13.600000000000009,109.9,96.3
Florida,13.5,109.7,96.2
TCU,13.100000000000009,106.7,93.6
Team,0.0,0.0,0.0
USC,13.5,110.6,97.1
North Carolina,13.800000000000011,113.4,99.6
Notre Dame,12.900000000000006,110.7,97.8
Utah St.,12.800000000000011,111.4,98.6
SMU,12.599999999999994,110.3,97.7
Northwestern,12.399999999999991,108.8,96.4
West Virginia,12.200000000000003,107.0,94.8
UAB,12.799999999999997,112.2,99.4
VCU,11.300000000000011,99.9,88.6
Syracuse,13.200000000000003,116.0,102.8
Oregon,12.5,110.5,98.0
Kansas St.,11.900000000000006,107.4,95.5
St. John's,12.0,109.4,97.4
Missouri St.,12.300000000000011,113.4,101.1
Wyoming,12.099999999999994,111.5,99.4
Miami FL,12.200000000000003,114.0,101.8
South Dakota St.,12.0,116.3,104.3
Virginia,11.099999999999994,109.0,97.9
Furman,11.299999999999997,112.5,101.2
Tulane,11.0,110.8,99.8
Creighton,10.200000000000003,103.5,93.3
Rutgers,10.299999999999997,105.8,95.5
Wichita St.,10.100000000000009,104.7,94.6
Belmont,10.5,110.7,100.2
Vanderbilt,10.0,106.2,96.2
Vermont,10.5,112.5,102.0
Cincinnati,9.800000000000011,105.9,96.1
BYU,10.099999999999994,108.8,98.7
Texas A&M,9.599999999999994,106.8,97.2
Davidson,10.400000000000006,116.2,105.8
Towson,9.799999999999997,110.3,100.5
Penn St.,9.299999999999997,104.7,95.4
Toledo,9.700000000000003,110.7,101.0
Santa Clara,9.600000000000009,110.7,101.1
UNLV,9.5,109.3,99.8
Iona,9.100000000000009,107.9,98.8
Bradley,8.799999999999997,105.3,96.5
Maryland,9.0,108.9,99.9
Hofstra,9.0,110.9,101.9
Clemson,8.799999999999997,109.7,100.9
UCF,8.599999999999994,106.8,98.2
Mississippi,8.5,106.1,97.6
Chattanooga,8.600000000000009,108.7,100.1
Grand Canyon,7.799999999999997,103.0,95.2
Liberty,7.799999999999997,109.3,101.5
Florida St.,7.400000000000006,105.7,98.3
St. Bonaventure,7.599999999999994,109.6,102.0
Drake,7.400000000000006,107.2,99.8
Richmond,7.200000000000003,108.3,101.1
Colorado,6.8999999999999915,103.8,96.9
Team,0.0,0.0,0.0
Louisiana Tech,6.900000000000006,106.7,99.8
Northern Iowa,6.799999999999997,107.7,100.9
New Mexico St.,6.200000000000003,104.9,98.7
George Mason,6.299999999999997,108.2,101.9
Middle Tennessee,6.1000000000000085,105.7,99.6
Ohio,6.1000000000000085,104.9,98.8
North Carolina St.,6.400000000000006,110.4,104.0
DePaul,5.799999999999997,106.1,100.3
Utah,5.700000000000003,107.9,102.2
Morehead St.,5.400000000000006,102.9,97.5
