Team,AdjEM,AdjOE,AdjDE
Gonzaga,32.0,121.5,89.5
Houston,28.60000000000001,117.4,88.8
Kansas,27.69999999999999,120.1,92.4
Texas Tech,25.10000000000001,109.9,84.8
Baylor,26.099999999999994,117.3,91.2
Duke,26.200000000000003,121.2,95.0
Tennessee,23.900000000000006,111.0,87.1
Arizona,25.099999999999994,118.1,93.0
UCLA,23.89999999999999,115.6,91.7
Villanova,24.299999999999997,117.7,93.4
Purdue,25.099999999999994,122.1,97.0
Kentucky,24.0,119.1,95.1
Iowa,24.0,120.8,96.8
Auburn,21.5,111.4,89.9
Texas,21.099999999999994,112.3,91.2
Saint Mary's,19.799999999999997,110.0,90.2
Memphis,19.69999999999999,112.1,92.4
Virginia Tech,20.0,115.4,95.4
Illinois,19.200000000000003,111.8,92.6
North Carolina,19.0,113.6,94.6
Arkansas,17.900000000000006,108.5,90.6
San Francisco,17.60000000000001,110.2,92.6
Michigan,18.099999999999994,114.5,96.4
LSU,16.30000000000001,105.9,89.6
Connecticut,17.200000000000003,113.0,95.8
TCU,16.400000000000006,108.2,91.8
Indiana,16.200000000000003,107.5,91.3
San Diego St.,15.5,102.1,86.6
Wake Forest,16.80000000000001,111.9,95.1
Oklahoma,16.39999999999999,110.3,93.9
Ohio St.,17.200000000000003,115.5,98.3
Alabama,16.5,114.8,98.3
Oklahoma St.,14.900000000000006,102.9,88.0
Wisconsin,15.5,108.6,93.1
Notre Dame,16.0,112.4,96.4
Providence,15.900000000000006,111.9,96.0
Boise St.,14.800000000000011,107.4,92.6
Iowa St.,13.900000000000006,102.4,88.5
Loyola Chicago,14.5,106.8,92.3
Michigan St.,15.099999999999994,111.5,96.4
Miami FL,15.5,114.3,98.8
Washington St.,14.599999999999994,107.5,92.9
Dayton,14.5,108.6,94.1
Texas A&M,14.200000000000003,108.9,94.7
Syracuse,14.700000000000003,115.9,101.2
Murray St.,13.799999999999997,109.8,96.0
Davidson,14.400000000000006,115.7,101.3
Colorado St.,13.799999999999997,111.7,97.9
St. John's,13.400000000000006,109.9,96.5
Creighton,12.399999999999991,104.3,91.9
Team,0.0,0.0,0.0
SMU,12.900000000000006,108.0,95.1
Xavier,12.900000000000006,108.9,96.0
North Texas,12.399999999999991,104.6,92.2
VCU,11.899999999999991,100.8,88.9
Utah St.,12.900000000000006,109.2,96.3
Virginia,12.5,107.9,95.4
USC,12.5,108.5,96.0
West Virginia,12.399999999999991,108.3,95.9
Florida,12.599999999999994,109.6,97.0
Kansas St.,12.5,109.4,96.9
Seton Hall,12.0,105.4,93.4
UAB,12.599999999999994,111.6,99.0
Vermont,12.300000000000011,109.9,97.6
Mississippi St.,12.0,107.5,95.5
Saint Louis,11.899999999999991,108.3,96.4
Vanderbilt,11.599999999999994,106.0,94.4
Marquette,11.5,107.8,96.3
Fresno St.,11.0,104.1,93.1
Tulane,11.700000000000003,110.7,99.0
BYU,11.399999999999991,108.6,97.2
Oregon,11.5,109.6,98.1
Furman,11.300000000000011,113.4,102.1
Rutgers,10.599999999999994,106.5,95.9
Clemson,10.799999999999997,109.0,98.2
Wyoming,10.700000000000003,107.9,97.2
Santa Clara,10.799999999999997,110.7,99.9
Missouri St.,10.600000000000009,112.2,101.6
New Mexico St.,10.0,105.9,95.9
South Dakota St.,10.5,113.8,103.3
Chattanooga,9.700000000000003,106.9,97.2
Drake,9.5,107.8,98.3
UNLV,9.399999999999991,107.1,97.7
Northwestern,9.199999999999989,105.6,96.4
Maryland,9.5,108.7,99.2
Colorado,9.200000000000003,105.2,96.0
Towson,9.400000000000006,107.9,98.5
Arizona St.,8.699999999999989,100.6,91.9
St. Bonaventure,9.0,107.3,98.3
Wichita St.,8.599999999999994,103.8,95.2
Iona,8.299999999999997,106.7,98.4
Grand Canyon,8.100000000000009,103.9,95.8
Belmont,8.099999999999994,106.6,98.5
Penn St.,7.799999999999997,103.8,96.0
Cincinnati,7.700000000000003,104.3,96.6
Richmond,8.0,106.9,98.9
Northern Iowa,8.200000000000003,109.9,101.7
UCF,7.599999999999994,106.0,98.4
