Team,AdjEM,AdjOE,AdjDE
Gonzaga,33.0,121.5,88.5
Houston,27.200000000000003,116.9,89.7
Kansas,26.60000000000001,119.9,93.3
Baylor,25.19999999999999,117.1,91.9
Texas Tech,23.30000000000001,108.9,85.6
Arizona,25.19999999999999,118.6,93.4
Kentucky,25.0,119.4,94.4
Tennessee,22.89999999999999,110.8,87.9
Duke,24.89999999999999,120.1,95.2
UCLA,23.89999999999999,115.6,91.7
Villanova,23.80000000000001,117.4,93.6
Purdue,24.900000000000006,123.0,98.1
Auburn,22.799999999999997,112.6,89.8
Iowa,24.299999999999997,122.0,97.7
Texas,20.200000000000003,111.4,91.2
Illinois,20.299999999999997,113.6,93.3
Saint Mary's,19.30000000000001,109.4,90.1
Memphis,18.799999999999997,111.6,92.8
Arkansas,18.299999999999997,109.7,91.4
San Francisco,18.099999999999994,110.5,92.4
Virginia Tech,18.700000000000003,114.8,96.1
Connecticut,18.0,113.2,95.2
Indiana,17.10000000000001,108.2,91.1
LSU,16.80000000000001,106.4,89.6
San Diego St.,16.0,102.4,86.4
Michigan,17.5,114.6,97.1
Alabama,17.400000000000006,116.0,98.6
Wisconsin,16.299999999999997,110.2,93.9
Boise St.,15.899999999999991,108.3,92.4
Ohio St.,17.200000000000003,116.9,99.7
Oklahoma,15.799999999999997,109.7,93.9
North Carolina,16.0,112.4,96.4
Loyola Chicago,15.200000000000003,108.8,93.6
Oklahoma St.,14.0,102.7,88.7
Texas A&M,14.900000000000006,109.5,94.6
Wake Forest,15.200000000000003,111.4,96.2
Michigan St.,14.899999999999991,110.8,95.9
TCU,14.400000000000006,107.9,93.5
Murray St.,14.599999999999994,109.8,95.2
Notre Dame,14.599999999999994,112.0,97.4
Dayton,14.0,108.8,94.8
Colorado St.,14.400000000000006,112.7,98.3
Washington St.,13.799999999999997,108.1,94.3
Utah St.,14.0,109.8,95.8
Providence,14.100000000000009,111.9,97.8
Davidson,14.700000000000003,116.7,102.0
North Texas,12.900000000000006,104.4,91.5
SMU,13.5,109.2,95.7
Florida,13.699999999999989,111.1,97.4
Seton Hall,13.200000000000003,106.9,93.7
Team,0.0,0.0,0.0
Iowa St.,12.599999999999994,103.0,90.4
Marquette,13.200000000000003,108.9,95.7
St. John's,13.099999999999994,110.0,96.9
Miami FL,13.400000000000006,114.2,100.8
Xavier,12.899999999999991,110.3,97.4
VCU,11.700000000000003,99.8,88.1
Syracuse,13.5,115.6,102.1
Saint Louis,12.700000000000003,108.9,96.2
UAB,13.0,111.7,98.7
Creighton,12.100000000000009,103.9,91.8
Mississippi St.,12.299999999999997,108.1,95.8
USC,12.5,109.2,96.7
Fresno St.,11.799999999999997,104.5,92.7
Vanderbilt,11.700000000000003,105.9,94.2
Vermont,12.100000000000009,109.9,97.8
West Virginia,11.599999999999994,108.1,96.5
Kansas St.,11.700000000000003,109.2,97.5
Oregon,11.699999999999989,109.6,97.9
Wyoming,11.5,109.0,97.5
Tulane,11.5,110.8,99.3
BYU,11.099999999999994,108.1,97.0
Virginia,10.700000000000003,106.7,96.0
Santa Clara,11.299999999999997,112.3,101.0
South Dakota St.,11.600000000000009,115.4,103.8
Furman,11.300000000000011,113.4,102.1
Missouri St.,11.099999999999994,112.5,101.4
Rutgers,10.399999999999991,105.8,95.4
UNLV,10.0,107.7,97.7
Colorado,9.400000000000006,105.2,95.8
Clemson,9.700000000000003,108.8,99.1
Towson,9.700000000000003,108.8,99.1
Northwestern,9.300000000000011,105.9,96.6
Maryland,9.5,108.9,99.4
New Mexico St.,9.200000000000003,106.4,97.2
Chattanooga,9.200000000000003,107.8,98.6
Arizona St.,8.400000000000006,100.7,92.3
Drake,8.900000000000006,107.4,98.5
Wichita St.,8.5,104.1,95.6
Toledo,8.700000000000003,110.3,101.6
Belmont,8.399999999999991,106.8,98.4
Grand Canyon,8.099999999999994,104.1,96.0
Penn St.,7.800000000000011,103.9,96.1
Richmond,8.200000000000003,108.4,100.2
Cincinnati,7.6000000000000085,104.4,96.8
St. Bonaventure,7.799999999999997,106.5,98.7
Bradley,7.400000000000006,103.4,96.0
Northern Iowa,7.800000000000011,109.4,101.6
Mississippi,7.5,106.4,98.9
Iona,7.5,106.5,99.0
UCF,7.199999999999989,106.1,98.9
Team,0.0,0.0,0.0
Louisiana Tech,7.0,104.8,97.8
Middle Tennessee,6.800000000000011,104.9,98.1
DePaul,6.599999999999994,106.3,99.7
South Carolina,5.8999999999999915,100.3,94.4
Washington,6.099999999999994,104.5,98.4
Florida St.,5.800000000000011,104.9,99.1
Temple,5.5,101.6,96.1
Minnesota,5.5,106.4,100.9
Princeton,5.6000000000000085,110.9,105.3
Morehead St.,5.099999999999994,103.1,98.0
Nebraska,5.200000000000003,106.4,101.2
Stanford,5.0,103.5,98.5
Liberty,4.900000000000006,105.2,100.3
Hofstra,4.8999999999999915,108.8,103.9
