Team,AdjEM,AdjOE,AdjDE
Gonzaga,34.10000000000001,122.4,88.3
Houston,28.599999999999994,117.6,89.0
Arizona,26.10000000000001,116.2,90.1
Kentucky,26.599999999999994,118.6,92.0
Baylor,26.099999999999994,117.5,91.4
Auburn,24.89999999999999,115.1,90.2
Kansas,25.700000000000003,120.3,94.6
Purdue,26.5,125.4,98.9
Duke,24.599999999999994,116.8,92.2
Villanova,25.099999999999994,119.0,93.9
Texas Tech,21.900000000000006,109.4,87.5
Illinois,22.5,114.3,91.8
Tennessee,21.900000000000006,111.4,89.5
Texas,21.299999999999997,111.7,90.4
UCLA,21.700000000000003,114.2,92.5
Arkansas,17.799999999999997,108.8,91.0
Iowa,19.200000000000003,118.4,99.2
Ohio St.,18.700000000000003,117.0,98.3
Indiana,16.80000000000001,106.9,90.1
Saint Mary's,17.0,109.4,92.4
LSU,16.0,103.7,87.7
San Francisco,16.700000000000003,109.0,92.3
Wisconsin,16.799999999999997,111.3,94.5
Michigan,17.299999999999997,114.8,97.5
Connecticut,16.799999999999997,111.7,94.9
Alabama,17.299999999999997,115.7,98.4
Oklahoma,16.400000000000006,110.5,94.1
Michigan St.,16.700000000000003,112.2,95.5
Virginia Tech,17.099999999999994,115.6,98.5
Memphis,16.099999999999994,110.5,94.4
Xavier,16.10000000000001,111.4,95.3
Washington St.,15.299999999999997,106.5,91.2
Wake Forest,15.700000000000003,110.4,94.7
North Carolina,15.899999999999991,114.3,98.4
North Texas,14.899999999999991,108.1,93.2
Iowa St.,14.300000000000011,103.4,89.1
Boise St.,14.299999999999997,104.6,90.3
San Diego St.,13.700000000000003,100.0,86.3
Dayton,14.799999999999997,108.3,93.5
Marquette,14.900000000000006,110.2,95.3
Providence,15.0,111.1,96.1
Oklahoma St.,13.900000000000006,105.0,91.1
Loyola Chicago,14.600000000000009,111.2,96.6
Seton Hall,14.100000000000009,108.7,94.6
Fresno St.,13.799999999999997,106.6,92.8
Mississippi St.,14.5,112.6,98.1
Murray St.,13.900000000000006,110.0,96.1
Oregon,14.0,110.8,96.8
TCU,13.299999999999997,106.7,93.4
Colorado St.,14.199999999999989,114.1,99.9
Team,0.0,0.0,0.0
Florida,13.699999999999989,109.6,95.9
Notre Dame,13.5,109.6,96.1
USC,13.099999999999994,110.0,96.9
Saint Louis,13.0,109.0,96.0
SMU,13.300000000000011,111.4,98.1
Northwestern,12.799999999999997,109.5,96.7
West Virginia,12.300000000000011,106.9,94.6
Utah St.,12.799999999999997,111.2,98.4
Kansas St.,12.200000000000003,107.4,95.2
Syracuse,13.0,115.7,102.7
VCU,10.900000000000006,98.9,88.0
Missouri St.,12.299999999999997,113.0,100.7
Wyoming,12.099999999999994,111.5,99.4
UAB,12.0,110.9,98.9
Wichita St.,11.0,103.6,92.6
Miami FL,12.0,114.0,102.0
Virginia,11.100000000000009,108.7,97.6
Tulane,11.299999999999997,110.7,99.4
Belmont,11.0,110.8,99.8
Furman,10.900000000000006,110.4,99.5
Creighton,10.100000000000009,103.4,93.3
South Dakota St.,10.899999999999991,115.6,104.7
BYU,10.299999999999997,108.6,98.3
St. John's,10.0,107.9,97.9
Texas A&M,9.899999999999991,106.8,96.9
Vanderbilt,9.5,105.0,95.5
Santa Clara,9.900000000000006,110.4,100.5
Davidson,10.5,116.0,105.5
Toledo,9.700000000000003,110.5,100.8
Cincinnati,9.099999999999994,104.1,95.0
Chattanooga,9.5,108.7,99.2
Rutgers,8.900000000000006,104.9,96.0
Bradley,8.799999999999997,105.0,96.2
UNLV,9.200000000000003,109.4,100.2
UCF,9.0,107.2,98.2
Iona,8.800000000000011,107.4,98.6
Mississippi,8.599999999999994,105.8,97.2
Towson,8.900000000000006,109.9,101.0
Clemson,8.899999999999991,109.6,100.7
Vermont,9.0,112.0,103.0
Hofstra,8.800000000000011,110.4,101.6
Maryland,8.599999999999994,107.6,99.0
Penn St.,8.200000000000003,104.3,96.1
Ohio,8.0,105.9,97.9
Grand Canyon,7.6000000000000085,102.9,95.3
Louisiana Tech,7.700000000000003,108.0,100.3
Florida St.,7.5,105.4,97.9
Richmond,7.6000000000000085,107.7,100.1
Liberty,7.700000000000003,109.0,101.3
St. Bonaventure,7.6000000000000085,109.4,101.8
Team,0.0,0.0,0.0
Colorado,6.799999999999997,103.2,96.4
Northern Iowa,6.700000000000003,107.4,100.7
New Mexico St.,6.5,104.9,98.4
DePaul,6.400000000000006,106.2,99.8
Drake,6.299999999999997,106.5,100.2
North Carolina St.,6.400000000000006,110.2,103.8
Minnesota,6.099999999999994,106.8,100.7
Middle Tennessee,5.900000000000006,105.4,99.5
George Mason,6.099999999999994,108.1,102.0
Morehead St.,5.700000000000003,103.0,97.3
Stanford,5.6000000000000085,104.4,98.8
Utah,5.599999999999994,108.0,102.4
South Carolina,5.0,100.5,95.5
Florida Atlantic,5.099999999999994,106.6,101.5
Utah Valley,4.6000000000000085,104.7,100.1
Wagner,4.299999999999997,102.5,98.2
Rhode Island,4.099999999999994,99.0,94.9
Wofford,4.300000000000011,106.9,102.6
Buffalo,4.099999999999994,105.8,101.7
Butler,4.0,102.6,98.6
Western Kentucky,4.0,107.6,103.6
