AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Texas,Gonzaga,-9,149,H,09:30 PM
UCF,Miami FL,1,139,H,12:00 PM
Boise St.,UC Irvine,1,133,H,08:00 PM
Eastern Kentucky,Milwaukee,-1,157,H,06:00 PM
Colgate,North Carolina St.,-3,147,H,01:00 PM
Ohio,Cleveland St.,2,146,H,06:00 PM
Old Dominion,James Madison,1,147,H,03:00 PM
California,UNLV,-1,139,H,07:00 PM
USC,Temple,5,131,H,06:00 PM
Pacific,Hawaii,1,137,H,10:59 PM
Monmouth,Towson,-1,151,H,06:00 PM
Vermont,Maryland,-8,132,H,01:00 PM
Delaware,Siena,-1,139,H,06:00 PM
Saint Peter's,St. John's,-8,134,H,03:00 PM
Norfolk St.,Tennessee St.,-1,147,N,04:00 PM
Davidson,San Francisco,-10,138,H,07:30 PM
George Washington,UC San Diego,-3,151,H,09:00 PM
North Carolina A&T,Jacksonville,-2,146,H,01:00 PM
Hofstra,Duquesne,-4,140,H,06:00 PM
UTEP,New Mexico St.,-7,131,H,08:00 PM
Merrimack,Rutgers,-8,124,H,01:00 PM
Albany,La Salle,-4,142,H,03:00 PM
Montana,Mississippi St.,-9,129,H,06:00 PM
Mercer,Winthrop,-7,143,H,01:00 PM
Michigan,Prairie View A&M,17,141,N,07:00 PM
Campbell,Duke,-18,138,H,07:00 PM
Georgia Southern,South Florida,-4,128,H,11:00 AM
Mount St. Mary's,Saint Joseph's,-4,134,H,12:00 PM
Florida Gulf Coast,Loyola Chicago,-16,144,H,01:00 PM
Harvard,Iona,-10,138,H,12:00 PM
NJIT,Lehigh,-5,139,H,06:00 PM
Georgia,Cincinnati,-13,141,H,06:00 PM
Gardner Webb,Arkansas,-16,138,H,02:00 PM
Wagner,VCU,-11,135,H,06:00 PM
Illinois Chicago,Valparaiso,-7,135,H,12:00 PM
Evansville,Belmont,-12,140,H,04:00 PM
Loyola MD,College of Charleston,-6,144,H,04:00 PM
New Mexico,Colorado,-13,139,H,05:30 PM
South Alabama,Wichita St.,-15,139,H,03:00 PM
Army,Hartford,-3,131,N,01:30 PM
North Carolina Central,Memphis,-29,143,H,06:00 PM
Troy,Butler,-12,130,H,07:00 PM
Detroit,Toledo,-11,147,H,06:00 PM
Coppin St.,Connecticut,-27,151,H,11:00 AM
Southern,Tulane,-12,140,H,11:30 AM
Cal St. Northridge,Notre Dame,-25,153,H,11:00 AM
Youngstown St.,Southeast Missouri St.,-9,147,H,05:30 PM
Bellarmine,Murray St.,-15,137,H,07:00 PM
UMass Lowell,Dayton,-13,135,H,05:00 PM
Sacramento St.,Utah,-13,143,H,08:30 PM
Alcorn St.,Portland,-7,149,H,07:00 PM
Lamar,Miami OH,-14,140,H,01:00 PM
Howard,Bradley,-11,145,H,02:00 PM
Alabama St.,Missouri St.,-20,148,H,07:00 PM
Alabama A&M,Jacksonville St.,-15,129,H,04:00 PM
Central Michigan,DePaul,-20,150,H,05:00 PM
St. Thomas,St. Francis NY,-12,156,H,01:00 PM
Dartmouth,Georgetown,-15,131,H,01:00 PM
Lipscomb,South Carolina St.,12,148,N,06:30 PM
Nebraska Omaha,Ball St.,-13,145,H,11:00 AM
Air Force,Tulsa,-16,124,H,12:00 PM
Mississippi Valley St.,Cal Baptist,-24,154,H,09:00 PM
