AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Arizona,Washington St.,1,143,H,08:00 PM,-17.2,-13.9
Purdue,Michigan,5,151,H,08:00 PM,4.7,7.3
Iowa,Maryland,2,150,H,06:00 PM,-4.0,-2.0
Duke,Clemson,6,144,H,07:00 PM,4.8,-0.1
Hofstra,Drexel,-1,143,H,06:00 PM,-3.6,-6.1
Grand Canyon,Utah Valley,-1,125,H,07:00 PM,11.6,5.6
Florida Atlantic,Western Kentucky,-3,147,H,07:00 PM,11.1,4.9
Weber St.,Eastern Washington,-1,159,H,08:00 PM,-0.4,-7.8
Arizona St.,Washington,-3,133,H,10:00 PM,6.5,6.9
Louisiana Tech,Charlotte,3,143,H,06:00 PM,-3.9,-7.5
Texas St.,Louisiana Lafayette,-2,134,H,07:00 PM,1.7,5.9
Morehead St.,Belmont,-8,142,H,07:00 PM,10.2,17.4
BYU,Loyola Marymount,6,138,H,10:00 PM,-9.3,-18.3
North Dakota St.,Western Illinois,-3,147,H,06:00 PM,2.7,-1.2
Stanford,Oregon,-10,140,H,08:00 PM,-18.6,-6.7
UT Arlington,Louisiana Monroe,-1,135,H,06:30 PM,7.1,3.5
Arkansas St.,Troy,-4,132,H,06:00 PM,-8.4,-2.4
Pacific,Gonzaga,-35,155,H,08:00 PM,3.0,2.7
Mercer,VMI,-5,149,H,06:00 PM,3.4,5.0
UC Riverside,UC Irvine,-3,115,H,09:00 PM,-0.7,-0.8
Long Beach St.,Hawaii,-6,144,H,10:59 PM,4.5,-0.1
Southeast Missouri St.,Austin Peay,-3,145,H,07:30 PM,10.0,12.1
Texas A&M Corpus Chris,New Orleans,-4,144,H,07:00 PM,-11.1,-5.5
Georgia St.,Coastal Carolina,-6,134,H,06:00 PM,12.3,8.7
FIU,Marshall,-5,149,H,06:00 PM,0.9,4.8
UC Santa Barbara,Cal St. Bakersfield,3,125,H,09:00 PM,14.1,16.6
Old Dominion,Middle Tennessee,-7,135,H,06:00 PM,2.1,-1.4
Elon,James Madison,-6,146,H,06:00 PM,7.2,2.8
Tennessee Martin,SIU Edwardsville,-3,139,H,07:00 PM,7.5,8.1
New Mexico St.,Dixie St.,9,141,H,08:00 PM,-3.2,5.8
San Diego,Saint Mary's,-13,123,H,08:00 PM,5.9,0.8
St. Francis PA,Fairleigh Dickinson,-1,143,H,06:00 PM,-4.5,-1.6
McNeese St.,Southeastern Louisiana,-6,156,H,08:00 PM,-3.4,2.0
Pepperdine,San Francisco,-20,142,H,10:00 PM,-9.7,8.8
Northern Colorado,Sacramento St.,4,144,H,09:00 PM,2.3,4.3
USC Upstate,Longwood,-10,148,H,06:00 PM,9.0,-1.1
Bryant,Sacred Heart,6,154,H,06:00 PM,13.7,3.9
South Dakota St.,Denver,13,157,H,08:00 PM,-0.9,-1.0
Georgia Southern,Appalachian St.,-7,121,H,05:30 PM,-5.1,-2.6
UT Rio Grande Valley,Seattle,-14,158,H,09:00 PM,-12.2,-1.8
Murray St.,Tennessee St.,14,140,H,07:30 PM,-0.6,-4.4
Mount St. Mary's,Wagner,-9,125,H,04:00 PM,13.7,7.9
The Citadel,UNC Greensboro,-8,134,H,06:00 PM,-0.4,-11.0
Illinois Chicago,Cleveland St.,-10,148,H,06:00 PM,5.2,-1.1
Northeastern,Delaware,-10,138,H,06:00 PM,-4.2,9.9
Portland St.,Montana St.,-13,139,H,08:00 PM,3.0,-1.9
St. Francis NY,LIU Brooklyn,-9,147,H,06:00 PM,9.1,5.6
South Dakota,Nebraska Omaha,6,150,H,07:00 PM,14.0,8.9
Ohio,Central Michigan,13,139,H,06:00 PM,-5.1,-12.8
Southern Miss,UAB,-23,143,H,06:00 PM,6.1,2.2
Stephen F. Austin,Chicago St.,10,136,H,07:00 PM,-4.5,1.5
Little Rock,South Alabama,-13,143,H,07:00 PM,7.4,12.5
Houston Baptist,Northwestern St.,-6,154,H,07:30 PM,-2.7,6.7
William & Mary,Towson,-19,139,H,04:00 PM,18.6,8.1
Cal St. Northridge,Cal Poly,-6,120,H,09:00 PM,-12.0,-7.8
Northern Arizona,Montana,-11,131,H,08:00 PM,9.1,2.9
Lamar,Cal Baptist,-13,139,H,09:00 PM,-3.7,-1.6
Idaho St.,Idaho,-7,141,H,08:00 PM,1.8,4.4
Tennessee Tech,Eastern Illinois,8,126,H,07:30 PM,-4.3,6.5
North Dakota,St. Thomas,-13,153,H,07:00 PM,16.3,9.9
Incarnate Word,Nicholls St.,-18,142,H,07:00 PM,0.5,9.4
Central Connecticut,Merrimack,-8,118,H,06:00 PM,-9.9,-5.4
IUPUI,Fort Wayne,-20,118,H,06:00 PM,-7.3,-3.4
