AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Villanova,Connecticut,1,131,H,07:00 PM,-2.2,-7.8
Arkansas,Florida,-1,137,H,06:00 PM,9.8,7.3
Alabama,Vanderbilt,1,153,H,08:00 PM,-3.0,-0.2
Michigan St.,Iowa,-7,157,H,06:00 PM,-12.2,-10.5
San Diego St.,Boise St.,-2,114,H,08:00 PM,1.0,7.0
UNLV,Nevada,1,149,H,10:00 PM,9.4,6.2
Oklahoma,Texas Tech,-9,129,H,07:00 PM,-3.3,-4.5
Kansas St.,Kansas,-13,145,H,08:00 PM,-0.4,-2.1
Richmond,George Washington,3,143,H,06:00 PM,-13.6,-18.8
College of Charleston,Northeastern,1,145,H,06:00 PM,-3.0,-6.0
Miami FL,Pittsburgh,4,138,H,07:00 PM,1.7,-2.7
Tennessee,Missouri,9,131,H,06:00 PM,-6.9,-2.3
Rhode Island,St. Bonaventure,-6,130,H,06:00 PM,-19.0,-16.8
Yale,Dartmouth,2,128,H,05:00 PM,14.2,-4.0
Saint Joseph's,Saint Louis,-11,145,H,07:00 PM,-1.4,7.1
Nebraska,Northwestern,-11,151,H,07:00 PM,0.8,7.7
Buffalo,Miami OH,5,157,H,06:00 PM,7.6,-2.5
New Mexico,Utah St.,-12,154,H,09:00 PM,4.5,0.3
Georgia,Texas A&M,-11,147,H,06:00 PM,11.3,2.1
Illinois St.,Southern Illinois,-7,131,H,07:00 PM,-2.2,-3.1
Siena,Monmouth,-6,130,H,06:00 PM,16.1,19.3
Ball St.,Kent St.,-10,140,H,06:00 PM,-14.6,-20.0
St. Thomas,North Dakota,1,151,H,12:00 PM,-20.9,-7.9
Fresno St.,Air Force,7,113,H,08:00 PM,-1.8,-11.3
Bowling Green,Akron,-9,149,H,06:00 PM,-3.7,-10.0
Northern Illinois,Eastern Michigan,-5,139,H,06:00 PM,8.0,10.4
Cal St. Bakersfield,Cal Poly,-2,126,H,09:00 PM,-10.3,-2.2
Toledo,Western Michigan,12,146,H,06:00 PM,-18.9,-26.2
