AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Villanova,Xavier,-2,136,H,05:30 PM,-17.5,-5.3
Duke,Wake Forest,2,154,H,06:00 PM,-4.3,-8.8
LSU,Florida,2,134,H,06:00 PM,-2.6,3.5
Memphis,UCF,-1,155,H,06:00 PM,-3.4,7.2
Clemson,Notre Dame,-1,143,H,06:00 PM,3.1,-0.8
Boise St.,Nevada,1,137,H,09:30 PM,3.0,12.5
Utah St.,Colorado St.,-4,152,H,07:00 PM,6.7,4.3
Utah Valley,Seattle,1,141,H,09:00 PM,4.2,3.8
TCU,Kansas St.,-2,130,H,08:00 PM,3.2,3.2
Virginia Tech,Virginia,1,113,H,08:00 PM,-8.2,-4.8
California,Washington,1,133,H,09:00 PM,4.2,3.7
St. John's,Connecticut,-9,155,H,07:30 PM,5.9,3.2
Minnesota,Michigan St.,-11,141,H,06:00 PM,-3.4,0.3
Maryland,Northwestern,-7,143,H,08:00 PM,-1.8,0.0
Georgia Tech,Boston College,-2,130,H,08:00 PM,9.1,6.4
Tulane,Wichita St.,-7,137,H,07:00 PM,11.1,10.9
North Carolina St.,Louisville,-7,145,H,08:00 PM,7.7,10.6
Saint Joseph's,Rhode Island,-7,141,H,06:00 PM,12.1,4.7
Temple,Tulsa,-4,132,H,06:00 PM,-3.5,-1.0
East Carolina,Cincinnati,-9,139,H,06:00 PM,5.8,-0.5
UMass Lowell,Albany,1,129,H,06:00 PM,-12.8,-4.5
Duquesne,Fordham,-4,134,H,06:00 PM,1.4,5.7
UMBC,NJIT,-3,141,H,06:00 PM,-4.0,-9.9
Southern Illinois,Missouri St.,-8,128,H,07:00 PM,-2.4,4.0
East Tennessee St.,Furman,-8,144,H,06:00 PM,-5.2,-4.8
High Point,USC Upstate,1,141,H,06:30 PM,0.2,-8.7
Longwood,Radford,4,134,H,05:30 PM,5.3,7.3
Santa Clara,Pacific,10,144,H,09:00 PM,1.5,9.5
Samford,Wofford,-9,147,H,06:00 PM,2.8,6.8
Stony Brook,Vermont,-9,141,H,06:00 PM,9.5,-1.7
Elon,UNC Wilmington,-2,142,H,06:00 PM,6.0,-1.6
Missouri,Arkansas,-14,152,H,08:00 PM,4.3,11.0
Illinois St.,Drake,-11,149,H,07:00 PM,12.4,6.1
Georgia,Mississippi St.,-15,147,H,06:00 PM,1.7,6.8
Chattanooga,Western Carolina,14,152,H,06:00 PM,8.0,11.0
South Florida,SMU,-13,127,H,07:00 PM,-4.6,7.0
Dixie St.,Cal Baptist,-9,151,H,09:00 PM,-1.5,-0.0
Evansville,Bradley,-10,126,H,07:00 PM,-10.3,-4.6
Tennessee Martin,Morehead St.,-11,141,H,06:00 PM,6.1,7.1
Presbyterian,Gardner Webb,-12,128,H,06:00 PM,-16.9,-16.1
Hampton,North Carolina A&T,-9,135,H,06:00 PM,4.3,3.5
Charleston Southern,Campbell,-17,141,H,06:00 PM,-2.7,-2.6
Delaware St.,Norfolk St.,-16,142,H,06:30 PM,-9.0,-5.7
