AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Iowa,Virginia,-1,129,H,06:00 PM,0.4,6.7
Notre Dame,Illinois,-7,143,H,08:00 PM,5.4,6.2
Tulsa,Oral Roberts,-1,145,H,07:00 PM,3.4,-1.7
Grand Canyon,Loyola Marymount,-3,135,H,09:00 PM,17.3,18.8
Wyoming,Cal St. Fullerton,4,144,H,09:00 PM,16.8,14.1
UC Riverside,Saint Mary's,-7,119,H,09:00 PM,3.6,3.9
Tarleton St.,Gonzaga,-26,140,H,09:00 PM,-2.4,3.3
Grambling St.,Norfolk St.,-1,139,N,05:00 PM,-1.3,2.3
Sam Houston St.,Texas,-21,133,H,07:30 PM,-10.2,-12.4
Cornell,Canisius,-5,151,H,06:00 PM,13.7,15.1
Montana,Oregon,-9,133,H,09:00 PM,18.8,16.4
Lafayette,Columbia,-1,145,H,06:00 PM,-3.3,1.3
Niagara,Colgate,-13,147,H,06:00 PM,-0.4,2.0
Hampton,Morgan St.,-4,150,N,07:30 PM,7.2,10.8
South Florida,Boston College,-9,117,H,06:00 PM,0.8,-1.0
Central Michigan,Kentucky,-29,153,H,06:00 PM,-4.3,-1.9
Austin Peay,TCU,-15,139,H,07:00 PM,15.5,13.1
UT Arlington,UC Santa Barbara,-13,135,H,08:00 PM,-3.1,-1.8
North Carolina Central,Gardner Webb,-10,138,H,06:00 PM,11.0,8.0
Hartford,Appalachian St.,-11,135,H,05:30 PM,-15.4,-19.0
Mississippi Valley St.,Vanderbilt,-28,144,H,07:00 PM,8.0,7.7
