AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Indiana,Iowa,-2,154,H,08:00 PM,9.7,8.3
Ohio St.,Wisconsin,-3,143,H,06:00 PM,7.3,-3.1
BYU,Gonzaga,-14,154,H,10:00 PM,-3.2,-2.8
Oakland,Cleveland St.,1,149,H,06:00 PM,2.7,7.0
Seton Hall,DePaul,6,156,H,04:00 PM,2.2,2.8
Oklahoma St.,Texas Tech,-6,126,H,06:00 PM,-11.7,-6.1
Louisiana Lafayette,UT Arlington,1,135,H,07:00 PM,-4.4,4.4
Abilene Christian,Grand Canyon,-3,129,H,08:00 PM,8.4,-9.6
Florida Gulf Coast,Kennesaw St.,-1,157,H,03:30 PM,-0.4,-3.1
Colorado,Arizona,-17,153,H,10:00 PM,-1.0,8.6
Oregon,UCLA,-14,146,H,08:30 PM,1.4,-0.2
Stanford,Washington St.,-10,140,H,04:00 PM,0.1,-0.6
Butler,Georgetown,-3,137,H,06:00 PM,-8.1,3.5
Boston University,Army,1,141,H,05:00 PM,0.3,-0.1
VMI,Mercer,-2,148,H,06:00 PM,10.8,0.2
Wright St.,Robert Morris,1,159,H,06:00 PM,1.1,-1.8
Coastal Carolina,Appalachian St.,-2,128,H,05:30 PM,11.1,1.8
UNC Greensboro,The Citadel,-1,129,H,06:00 PM,10.0,6.4
Southern Utah,Montana,-3,139,H,08:00 PM,-9.4,-10.0
UC Santa Barbara,Long Beach St.,2,152,H,09:00 PM,-11.7,-8.3
UC Irvine,Hawaii,4,134,H,10:59 PM,0.2,-1.0
Rice,Western Kentucky,-8,158,H,08:00 PM,-10.3,1.0
Detroit,Fort Wayne,-2,144,H,06:00 PM,0.7,-0.9
Florida Atlantic,Middle Tennessee,-6,144,H,06:00 PM,1.2,1.3
UTEP,Charlotte,-4,140,H,06:00 PM,2.1,2.6
UNC Asheville,Winthrop,-5,149,H,06:00 PM,11.4,14.0
Saint Mary's,Pepperdine,7,131,H,10:00 PM,-8.3,-1.5
Loyola Marymount,San Francisco,-12,138,H,10:00 PM,1.6,0.3
North Texas,Marshall,7,135,H,06:00 PM,17.4,19.6
Georgia St.,South Alabama,-8,154,H,08:00 PM,-17.7,-8.1
Tarleton St.,New Mexico St.,-7,127,H,08:00 PM,8.4,3.0
Oregon St.,USC,-18,142,H,10:00 PM,9.0,10.3
Louisiana Monroe,Texas St.,-7,149,H,07:00 PM,8.7,9.4
Colgate,Navy,-10,138,H,06:00 PM,-8.1,-8.3
Illinois Chicago,Milwaukee,-1,133,H,07:00 PM,-0.7,1.1
Portland,San Diego,-7,139,H,09:00 PM,11.0,5.1
FIU,UAB,-18,144,H,06:30 PM,-2.4,-3.3
UC Riverside,Cal Poly,6,120,H,09:00 PM,0.2,2.6
Sam Houston St.,Lamar,3,139,H,07:00 PM,1.9,8.7
Northern Kentucky,Youngstown St.,-6,138,H,06:00 PM,-9.8,-9.0
Pacific,Santa Clara,-18,146,H,08:00 PM,-1.5,-4.7
South Dakota St.,Nebraska Omaha,19,173,H,07:30 PM,-8.1,-2.9
Austin Peay,Belmont,-25,149,H,07:00 PM,-18.5,-17.7
Tennessee St.,Murray St.,-21,151,H,07:00 PM,1.1,-0.1
Canisius,Niagara,-8,134,H,06:00 PM,0.7,11.8
Denver,South Dakota,-6,138,H,07:00 PM,5.2,-1.1
Southern Miss,Louisiana Tech,-22,140,H,06:00 PM,-14.7,-15.9
Lafayette,Loyola MD,-8,138,H,06:00 PM,-3.1,-11.1
Idaho,Weber St.,-16,164,H,08:00 PM,15.1,10.7
Cal St. Northridge,Cal St. Fullerton,-10,132,H,09:00 PM,2.3,-0.2
American,Holy Cross,-2,140,H,06:00 PM,-13.8,-8.3
Chicago St.,UT Rio Grande Valley,-12,152,H,07:00 PM,-5.4,7.8
Western Illinois,North Dakota,11,161,H,07:00 PM,-0.1,2.6
UTSA,Old Dominion,-10,136,H,06:00 PM,-4.8,-10.3
Lehigh,Bucknell,-9,151,H,06:00 PM,-6.8,-4.9
SIU Edwardsville,Eastern Illinois,9,129,H,08:00 PM,14.5,5.0
