AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Maryland,Iowa,-9,155,H,08:00 PM,3.4,-3.6
Wisconsin,Purdue,-12,142,H,06:00 PM,-6.4,-6.1
Washington,Arizona,-23,155,H,07:00 PM,-1.2,-3.1
Towson,Drexel,5,139,H,05:00 PM,14.1,20.7
Texas Southern,Southern,1,139,H,07:30 PM,7.8,8.8
Colorado,Oregon,-6,132,H,,-3.4,-3.6
Prairie View A&M,Grambling St.,-1,155,H,07:30 PM,-8.0,-8.0
Florida A&M,Bethune Cookman,1,127,H,06:30 PM,-11.0,-1.2
Alabama A&M,Arkansas Pine Bluff,-2,130,H,07:30 PM,-3.3,-4.8
Sacramento St.,Oregon St.,-9,137,H,05:00 PM,4.6,-6.5
Alabama St.,Mississippi Valley St.,6,158,H,04:00 PM,-12.9,-1.6
Alcorn St.,Jackson St.,-8,122,H,06:30 PM,-7.6,-8.6
