AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Boise St.,Fresno St.,-2,110,H,10:00 PM,-0.8,2.8
Ohio,Buffalo,-1,149,H,06:00 PM,4.2,14.1
Cleveland St.,Wright St.,1,151,H,08:00 PM,-5.0,-2.3
UNLV,Colorado St.,-10,144,H,08:00 PM,8.3,16.6
Marist,Quinnipiac,2,138,H,06:30 PM,2.8,-11.8
Colgate,Boston University,-2,136,H,01:00 PM,3.4,-2.6
Fort Wayne,Northern Kentucky,1,133,H,06:00 PM,14.2,5.4
Rhode Island,Dayton,-6,120,H,06:00 PM,-19.6,-9.7
Stony Brook,New Hampshire,-2,138,H,04:00 PM,15.4,16.2
Niagara,Siena,-2,122,H,06:00 PM,-18.5,-7.8
Penn,Harvard,-4,142,H,04:00 PM,6.4,3.6
Wyoming,Air Force,7,123,H,05:00 PM,-13.5,-10.0
Fairfield,Rider,2,130,H,06:00 PM,-3.1,6.2
Akron,Toledo,-11,135,H,06:00 PM,-9.9,-5.3
San Jose St.,New Mexico,-12,150,H,08:00 PM,-11.3,-10.0
Manhattan,Saint Peter's,-7,135,H,06:00 PM,-5.5,-19.5
Canisius,Monmouth,-13,137,H,05:00 PM,8.5,12.2
Lehigh,Holy Cross,5,139,H,04:00 PM,1.9,5.7
