AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Baylor,Kansas,-2,152,H,03:00 PM,3.2,-6.2
Kentucky,Alabama,4,162,H,07:00 PM,15.4,5.6
Duke,North Carolina,2,150,H,05:00 PM,-3.4,0.3
Illinois,Indiana,-1,133,H,11:00 AM,0.6,-6.1
Wake Forest,Florida St.,-1,145,H,11:00 AM,4.5,9.2
Gonzaga,BYU,10,158,H,09:00 PM,9.5,15.1
Oklahoma,Oklahoma St.,-2,130,H,11:00 AM,5.4,-9.5
Dayton,Saint Louis,-2,130,H,01:00 PM,14.4,13.1
SMU,Wichita St.,-2,136,H,05:00 PM,1.9,2.2
Mississippi St.,Arkansas,-4,146,H,07:30 PM,-9.1,-4.4
Texas Tech,West Virginia,5,127,H,01:00 PM,7.3,6.3
Notre Dame,North Carolina St.,-1,143,H,02:00 PM,-2.5,3.9
LSU,Vanderbilt,3,125,H,05:00 PM,-15.4,-19.7
Iowa St.,Texas,-5,117,H,01:00 PM,-0.9,-5.5
Oregon,Utah,3,141,H,07:30 PM,12.6,3.9
Miami FL,Virginia,-1,127,H,04:00 PM,7.2,-2.5
Northwestern,Nebraska,3,149,H,12:00 PM,-5.4,-7.6
Michigan,Purdue,-12,150,H,01:30 PM,4.3,-9.6
USC,Arizona,-13,149,H,04:00 PM,-6.9,-5.0
St. John's,Butler,2,136,H,11:00 AM,-4.6,-0.8
UCF,Memphis,-6,148,H,07:00 PM,0.9,5.2
Clemson,Georgia Tech,2,136,H,01:00 PM,-3.6,6.1
Oakland,Wright St.,1,151,H,06:00 PM,-14.0,-23.9
Connecticut,Villanova,-8,126,H,11:00 AM,-2.4,-0.9
Michigan St.,Rutgers,5,131,H,03:00 PM,-6.3,4.7
Tennessee,South Carolina,7,133,H,12:00 PM,0.8,2.2
Santa Clara,San Diego,2,142,H,06:00 PM,-2.8,-1.4
Northern Iowa,Drake,-4,142,H,05:00 PM,9.7,1.5
Kansas St.,TCU,-6,124,H,07:00 PM,-3.5,-12.4
Western Kentucky,Old Dominion,-2,140,H,06:00 PM,-8.0,-7.2
South Alabama,Georgia St.,1,141,H,01:00 PM,0.4,-6.9
Mississippi,Florida,-6,132,H,02:30 PM,5.9,18.3
Indiana St.,Valparaiso,-1,139,H,06:00 PM,5.6,7.1
Hawaii,UC Davis,-1,139,H,07:00 PM,15.5,-3.2
Louisiana Lafayette,Arkansas St.,-2,140,H,04:00 PM,-1.6,5.5
Utah Valley,Sam Houston St.,-2,128,H,02:00 PM,-13.4,-18.8
Southern Illinois,Illinois St.,-1,133,H,07:00 PM,-0.5,2.8
Samford,The Citadel,1,155,H,12:00 PM,9.4,16.0
New Mexico,Air Force,-1,135,H,07:00 PM,-4.5,-3.1
Middle Tennessee,UAB,-8,144,H,03:00 PM,5.1,14.6
UNLV,Utah St.,-9,139,H,05:00 PM,1.0,4.7
Western Illinois,UMKC,-1,141,H,07:00 PM,-4.4,-0.4
Seattle,New Mexico St.,-6,138,H,05:00 PM,9.0,-0.3
Troy,Georgia Southern,-1,125,H,03:00 PM,11.0,-1.6
Montana St.,Weber St.,-4,146,H,07:00 PM,0.8,-1.5
Bryant,Mount St. Mary's,-1,139,H,03:00 PM,-4.8,-7.9
Washington St.,California,6,124,H,03:00 PM,0.5,23.4
Appalachian St.,UT Arlington,-1,123,H,05:00 PM,-5.9,-2.2
College of Charleston,Elon,2,150,H,03:00 PM,-11.5,3.7
Louisville,Syracuse,-9,149,H,01:00 PM,-11.5,-7.3
Florida Gulf Coast,Lipscomb,-1,161,H,04:00 PM,0.4,2.4
DePaul,Xavier,-13,147,H,01:00 PM,-1.0,6.1
UCLA,Arizona St.,11,129,H,09:00 PM,2.8,-3.0
Auburn,Georgia,17,155,H,12:00 PM,-4.4,-0.5
Penn St.,Wisconsin,-8,126,H,05:00 PM,2.6,-0.8
Fordham,Saint Joseph's,-6,134,H,12:00 PM,-2.3,6.3
Harvard,Yale,-4,140,H,06:00 PM,1.5,9.0
Tulsa,Temple,-5,131,H,01:00 PM,0.0,-4.0
