AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Ohio St.,Xavier,-1,139,H,5:30 PM,-6.4,-8.0
Wyoming,Washington,-1,147,H,10:00 PM,23.4,23.9
Massachusetts,Weber St.,1,157,N,4:30 PM,-3.6,-5.8
UAB,South Carolina,4,148,H,6:00 PM,1.4,2.5
Marquette,Mississippi,-2,132,N,6:00 PM,-0.1,-4.6
Rutgers,DePaul,-2,132,H,7:30 PM,-8.7,-10.9
Boise St.,St. Bonaventure,-4,128,N,1:00 PM,8.2,6.9
Davidson,New Mexico St.,-3,131,N,11:00 AM,0.8,-0.7
Arizona St.,San Diego St.,-7,135,H,9:30 PM,0.4,2.7
Nevada,San Francisco,-8,144,H,9:30 PM,-4.8,-9.5
Clemson,Temple,5,127,N,3:30 PM,17.0,8.2
Charlotte,Appalachian St.,-2,124,H,5:30 PM,10.6,9.0
Southern Utah,California,-5,139,H,9:00 PM,-7.3,-4.0
Boston University,Hartford,1,135,H,6:00 PM,19.3,21.5
Ball St.,FIU,2,142,N,7:00 PM,-2.0,0.2
Tennessee Tech,UNC Asheville,1,149,N,5:00 PM,9.0,5.7
Campbell,Marshall,-7,145,H,6:00 PM,8.6,6.9
East Carolina,Oklahoma,-10,134,N,6:00 PM,7.0,6.2
Stony Brook,Kansas,-19,141,H,7:00 PM,-5.6,-6.2
Penn,Utah St.,-11,139,N,1:30 PM,-3.9,-1.4
Elon,West Virginia,-11,141,N,8:30 PM,-4.7,-4.6
Indiana St.,Old Dominion,-7,133,N,8:30 PM,25.0,15.7
Milwaukee,Florida,-17,139,H,5:00 PM,-18.4,-17.3
Morgan St.,Seattle,-9,149,H,9:00 PM,-16.6,-11.8
Cal St. Bakersfield,Northern Arizona,2,134,H,7:00 PM,-22.2,-17.8
San Jose St.,Cal Baptist,-8,156,H,9:00 PM,7.5,4.8
New Hampshire,Providence,-15,137,H,5:30 PM,1.7,1.1
Nicholls St.,TCU,-16,146,H,7:00 PM,8.7,13.0
St. Francis NY,Penn St.,-15,149,H,6:00 PM,5.4,6.5
St. Francis PA,Virginia Tech,-21,137,H,7:00 PM,-16.3,-18.3
McNeese St.,LSU,-26,154,H,7:00 PM,-8.6,-14.6
UT Arlington,North Texas,-9,123,H,7:00 PM,-28.5,-25.9
Eastern Michigan,Northern Kentucky,-9,137,H,6:00 PM,14.6,13.2
Presbyterian,Cincinnati,-14,130,H,6:00 PM,-11.7,-17.4
Alabama St.,Iowa,-25,151,H,6:00 PM,1.6,-1.5
Fairleigh Dickinson,Northwestern,-21,149,H,8:00 PM,-1.9,1.7
Samford,Oregon St.,-14,136,H,8:00 PM,20.8,19.5
Southeastern Louisiana,SMU,-18,146,H,7:00 PM,3.8,6.5
Northern Illinois,Missouri,-11,135,H,7:00 PM,6.7,10.8
Washington St.,Idaho,17,139,H,8:00 PM,10.2,10.0
Green Bay,UNC Greensboro,-9,129,N,2:00 PM,5.9,7.3
USC Upstate,East Tennessee St.,-14,140,H,6:00 PM,2.3,-0.4
Arkansas Pine Bluff,Portland,-13,145,H,10:00 PM,-1.3,1.0
