AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Ohio St.,Seton Hall,-1,137,N,5:00 PM,-10.3,-7.9
Northwestern,Providence,-1,135,N,8:30 PM,-9.4,-12.1
Santa Clara,TCU,-1,145,N,9:30 PM,21.6,25.6
Nevada,South Dakota St.,-1,155,N,6:00 PM,-21.5,-27.5
Notre Dame,Saint Mary's,1,129,N,10:30 PM,-5.5,-6.1
Loyola Marymount,SMU,-1,143,N,5:00 PM,-8.5,-4.1
Belmont,LSU,-7,157,H,7:00 PM,-12.7,-22.4
Cincinnati,Illinois,-9,137,N,5:30 PM,21.1,27.1
Wyoming,Grand Canyon,-2,138,H,8:00 PM,9.6,12.4
UC Riverside,UTEP,-1,133,H,8:00 PM,3.2,6.5
James Madison,Kent St.,-2,146,N,11:00 AM,-3.1,-4.4
George Mason,Washington,3,139,N,8:30 PM,14.6,10.4
Arkansas,Kansas St.,5,133,N,8:00 PM,3.6,5.1
Charlotte,Toledo,1,131,N,11:00 AM,9.2,4.9
Colorado St.,Northeastern,4,134,N,7:00 PM,-11.1,-8.4
Boston University,Sam Houston St.,-1,137,N,12:30 PM,7.0,9.8
Texas A&M,Wisconsin,-4,120,N,1:00 PM,-3.2,-3.7
Creighton,Southern Illinois,4,132,N,4:45 PM,1.0,-3.6
Appalachian St.,Delaware,-1,135,N,6:30 PM,0.1,1.4
Bradley,Duquesne,-1,127,N,12:00 PM,-6.9,-11.1
Butler,Houston,-8,118,N,3:30 PM,-23.8,-23.0
UMKC,Idaho St.,-1,131,H,8:00 PM,19.8,20.1
Oakland,Vermont,-5,133,N,12:30 PM,5.0,5.7
California,Florida,-10,128,N,7:30 PM,-14.6,-16.9
Harvard,Siena,1,137,H,6:00 PM,11.3,5.6
East Tennessee St.,Murray St.,-6,130,N,4:30 PM,0.0,4.6
Florida St.,Missouri,11,131,N,7:30 PM,16.0,22.3
Western Illinois,Northern Kentucky,-5,147,H,6:00 PM,19.1,17.8
Drexel,Tulane,-4,130,N,1:30 PM,5.9,5.5
Evansville,Rice,-4,138,N,10:00 AM,-5.7,-3.6
Pepperdine,Fresno St.,-6,136,N,12:00 AM,-12.2,-16.7
Hofstra,Richmond,-12,148,H,6:00 PM,6.1,11.8
Jacksonville St.,Valparaiso,7,129,N,4:30 PM,0.4,-4.1
College of Charleston,Oklahoma St.,-16,148,H,7:00 PM,7.2,3.6
Tarleton St.,North Dakota St.,-3,121,H,7:00 PM,17.3,15.7
Winthrop,Washington St.,-14,140,H,8:00 PM,-12.7,-9.1
The Citadel,Duke,-23,153,H,8:00 PM,12.5,13.2
Central Michigan,Gonzaga,-36,164,N,10:00 PM,-8.5,-8.6
Troy,Florida Atlantic,-6,138,H,6:00 PM,2.7,5.7
Akron,Fordham,7,133,N,4:00 PM,-8.4,-14.3
Georgia,Virginia,-7,123,N,6:00 PM,7.8,7.3
George Washington,Wright St.,-8,144,N,1:30 PM,17.2,23.9
Little Rock,Northern Illinois,-1,129,N,10:00 AM,5.4,8.8
Long Beach St.,Missouri St.,-12,154,N,7:00 PM,-2.2,-5.0
Cal Poly,Nicholls St.,-3,139,N,2:00 PM,-1.4,-0.5
Bellarmine,UCLA,-21,145,N,7:00 PM,3.1,1.6
Dixie St.,USC,-22,144,H,10:00 PM,0.2,0.1
Albany,Kentucky,-21,139,H,6:00 PM,-1.7,1.1
Morgan St.,San Francisco,-18,148,H,8:00 PM,-4.0,-4.4
Brown,Colorado,-11,133,N,2:15 PM,11.8,20.1
Western Michigan,Iowa,-22,152,H,7:30 PM,-17.8,-22.8
Sacred Heart,Stony Brook,-9,137,H,5:31 PM,3.9,7.9
Mount St. Mary's,Ohio,-16,130,H,6:00 PM,-5.8,-6.6
UT Rio Grande Valley,Northern Arizona,-6,144,H,7:00 PM,-11.5,-7.2
Charleston Southern,Georgia Tech,-19,143,H,6:00 PM,4.8,7.6
Louisiana Monroe,Northwestern St.,6,144,N,2:00 PM,5.9,4.6
Coppin St.,Cleveland St.,-16,146,H,6:00 PM,12.2,7.2
Eastern Illinois,Eastern Kentucky,-20,150,H,6:00 PM,-20.8,-22.9
Cornell,Penn St.,-17,135,H,5:30 PM,22.0,21.0
Lafayette,Rutgers,-19,137,H,6:00 PM,6.1,14.1
Idaho,Utah Valley,-10,142,N,4:30 PM,-10.7,-16.0
Arkansas Pine Bluff,Seattle,-22,144,H,9:00 PM,3.9,11.0
Chicago St.,Pacific,-16,136,H,9:00 PM,24.5,23.1
