AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Xavier,Marquette,1,149,H,01:00 PM
Michigan,Indiana,-5,131,H,02:30 PM
Memphis,Tulsa,4,146,H,02:00 PM
Arizona,California,11,137,H,02:00 PM
Northwestern,Purdue,-15,153,H,12:00 PM
Washington,Oregon,-10,142,H,09:00 PM
Saint Peter's,Canisius,3,131,H,12:00 PM
Iona,Quinnipiac,8,152,H,01:00 PM
Fairfield,Marist,-5,127,H,01:00 PM
Massachusetts,Saint Louis,-15,161,H,01:30 PM
Youngstown St.,Fort Wayne,-4,138,H,01:00 PM
Illinois St.,Evansville,5,139,H,01:00 PM
Butler,Providence,-13,123,H,11:00 AM
LIU Brooklyn,Fairleigh Dickinson,6,152,H,06:00 PM
Manhattan,Monmouth,-10,144,H,01:00 PM
UTEP,UTSA,6,132,H,03:00 PM
Wagner,Merrimack,6,122,H,02:00 PM
Rider,Niagara,-7,127,H,12:00 PM
Sacred Heart,St. Francis PA,-4,144,H,03:00 PM
Robert Morris,Cleveland St.,-14,146,H,02:00 PM
St. Francis NY,Bryant,-12,148,H,12:00 PM
Central Connecticut,Mount St. Mary's,-10,128,H,01:00 PM
