AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Auburn,Alabama,1,159,H,08:00 PM,11.3,17.9
Oklahoma St.,West Virginia,-1,131,H,08:00 PM,-5.1,10.4
Providence,Creighton,-1,135,H,08:00 PM,-5.6,1.1
Iowa St.,Kansas,-8,142,H,07:00 PM,7.1,6.9
Toledo,Miami OH,1,153,H,06:00 PM,8.8,7.9
Saint Louis,Dayton,-2,138,H,06:00 PM,-9.0,-5.1
Kentucky,Vanderbilt,5,139,H,06:00 PM,2.3,-2.4
Texas Tech,Baylor,-10,136,H,06:00 PM,-3.6,1.8
Oklahoma,Texas,-5,123,H,07:30 PM,7.2,11.7
USC,Stanford,5,141,H,04:00 PM,-5.3,-0.1
Miami FL,Florida St.,-6,152,H,07:00 PM,13.7,12.3
Mississippi,Texas A&M,-4,132,H,07:30 PM,-0.1,9.5
Hofstra,Towson,-6,152,H,04:00 PM,-12.4,-1.8
Eastern Kentucky,North Alabama,-1,145,H,06:00 PM,-15.6,-10.4
Iona,Fairfield,4,140,H,01:00 PM,7.0,7.2
DePaul,Marquette,-9,155,H,06:00 PM,-10.3,-17.6
Rutgers,Penn St.,-4,126,H,05:30 PM,7.3,9.7
Delaware,Drexel,-2,142,H,06:00 PM,2.0,-1.1
New Mexico,UNLV,-5,155,H,10:00 PM,3.0,3.7
Illinois,Nebraska,13,155,H,07:30 PM,8.9,9.9
South Carolina,Tennessee,-14,138,H,05:30 PM,-4.9,6.2
Quinnipiac,Canisius,1,149,H,01:00 PM,15.4,1.6
Indiana St.,Northern Iowa,-9,153,H,07:00 PM,-5.1,-3.7
Bowling Green,Ohio,-12,150,H,06:00 PM,10.2,-1.9
St. Bonaventure,La Salle,7,145,H,06:00 PM,-10.0,-14.2
Northeastern,James Madison,-7,137,H,06:00 PM,-7.9,-8.3
Pittsburgh,Syracuse,-12,144,H,06:00 PM,9.3,1.8
Massachusetts,Davidson,-16,164,H,06:00 PM,-11.1,-10.5
UT Rio Grande Valley,Stephen F. Austin,-14,156,H,06:30 PM,0.7,-6.5
Ball St.,Akron,-9,143,H,06:00 PM,-2.4,2.8
Valparaiso,Loyola Chicago,-17,139,H,08:00 PM,7.5,-2.1
Lipscomb,Jacksonville St.,-12,148,H,06:00 PM,-5.4,-4.9
Buffalo,Western Michigan,11,159,H,06:00 PM,-0.8,1.5
San Jose St.,Fresno St.,-14,126,H,09:00 PM,-7.6,-4.7
George Washington,VCU,-16,122,H,06:00 PM,-4.5,-6.3
Stetson,Jacksonville,-7,121,H,06:00 PM,-3.6,-5.3
Central Arkansas,Bellarmine,-10,152,H,06:00 PM,8.5,6.1
North Florida,Liberty,-17,139,H,06:00 PM,-13.0,-9.6
Central Michigan,Eastern Michigan,-12,154,H,06:00 PM,-4.2,-3.4
Northern Illinois,Kent St.,-13,127,H,06:00 PM,-2.7,-3.7
