AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Marquette,Georgetown,2,158,H,05:30 PM,-3.6,14.4
Brown,Harvard,-2,138,H,06:00 PM,4.4,-5.1
Nicholls St.,Texas A&M Corpus Chris,3,151,N,07:30 PM,-6.8,-0.5
Texas A&M Corpus Chris,Nicholls St.,-3,151,N,07:30 PM,6.8,0.5
Xavier,Butler,8,128,H,07:30 PM,17.9,11.0
Cornell,Penn,-4,164,H,06:00 PM,3.0,0.9
Quinnipiac,Canisius,1,147,H,06:00 PM,13.7,6.0
McNeese St.,Southeastern Louisiana,1,153,N,05:00 PM,5.2,6.0
Southeastern Louisiana,McNeese St.,-1,153,N,05:00 PM,-5.2,-6.0
Marist,Fairfield,-4,130,H,06:00 PM,9.1,10.9
Cleveland St.,Robert Morris,6,150,H,06:00 PM,4.7,-0.5
Kent St.,Ohio,-9,127,H,05:30 PM,-1.3,-3.5
Fort Wayne,Youngstown St.,-7,143,H,06:00 PM,-3.4,3.2
Incarnate Word,Northwestern St.,-1,151,N,01:30 PM,6.6,-4.3
Northwestern St.,Incarnate Word,1,151,N,01:30 PM,-6.6,4.3
Milwaukee,Detroit,-7,135,H,06:00 PM,-7.7,5.0
Loyola MD,Boston University,-8,134,H,04:00 PM,5.1,1.8
Lehigh,Army,-8,148,H,04:00 PM,0.9,4.7
Bucknell,Navy,-16,142,H,06:00 PM,-4.0,-4.3
Houston Baptist,New Orleans,-8,152,N,11:00 AM,1.4,2.6
Lafayette,Holy Cross,4,138,H,06:00 PM,3.6,-1.1
Green Bay,Oakland,-18,136,H,06:00 PM,-5.9,-9.2
