AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Maryland,Nebraska,1,149,H,08:00 PM,-2.3,0.7
Ohio,Kent St.,-1,131,H,06:00 PM,-13.5,-20.8
Princeton,Brown,-1,145,H,06:00 PM,12.2,19.6
Richmond,VCU,-6,130,H,06:00 PM,0.3,-6.9
Marist,Siena,-1,131,H,06:00 PM,-8.2,-4.7
Saint Peter's,Fairfield,-1,123,H,06:00 PM,6.7,3.0
Butler,St. John's,-8,140,H,04:00 PM,2.5,3.6
Cornell,Dartmouth,3,143,H,06:00 PM,8.2,15.0
Penn,Yale,-6,142,H,06:00 PM,-5.8,2.4
Wright St.,Oakland,-7,151,H,08:00 PM,16.5,1.0
Missouri,Mississippi St.,-11,135,H,06:00 PM,10.4,2.4
Northern Kentucky,Detroit,-2,134,H,06:00 PM,21.3,15.3
Rider,Monmouth,-9,133,H,06:00 PM,20.8,12.6
Cleveland St.,Milwaukee,7,139,H,07:00 PM,6.4,5.2
Fort Wayne,Green Bay,4,128,H,07:00 PM,3.2,3.8
