AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Kansas,St. John's,6,158,H,06:00 PM,4.3,5.6
Iowa,Purdue,-11,159,H,08:00 PM,-9.8,-5.6
Notre Dame,Boston College,1,133,H,05:00 PM,-4.3,-9.0
New Mexico St.,UTEP,-1,135,H,07:00 PM,-5.0,-5.8
Monmouth,Niagara,1,143,H,06:00 PM,5.2,-3.5
Colgate,Northeastern,-3,133,H,06:00 PM,-12.0,-15.1
Saint Peter's,Quinnipiac,2,138,H,06:00 PM,4.3,6.9
Rutgers,Illinois,-10,132,H,06:00 PM,10.3,6.7
Fairfield,Canisius,1,145,H,06:00 PM,7.3,8.9
College of Charleston,Furman,-8,156,H,06:00 PM,9.3,8.7
Manhattan,Siena,-1,131,H,06:00 PM,6.7,-1.5
VMI,Portland,-4,142,H,09:00 PM,-17.8,-14.7
New Orleans,Louisiana Lafayette,-8,156,H,07:00 PM,16.3,11.0
Bryant,Houston,-22,142,H,07:00 PM,-7.6,-5.7
Tulsa,Boise St.,-9,127,H,08:00 PM,1.9,-2.0
Coppin St.,Cornell,-7,151,H,06:00 PM,3.2,-3.1
Pepperdine,UC Santa Barbara,-9,137,H,09:00 PM,9.4,12.6
UT Rio Grande Valley,Texas,-26,140,H,06:00 PM,2.1,-0.8
Rider,Iona,-12,138,H,06:00 PM,-2.2,-2.3
Pittsburgh,Virginia,-12,110,H,07:00 PM,-5.6,-1.8
North Dakota,San Jose St.,-11,145,H,09:00 PM,-12.0,-23.0
South Carolina St.,South Florida,-11,127,H,06:00 PM,5.4,8.5
