AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Loyola Chicago,Missouri St.,-3,137,H,01:00 PM,-3.2,-5.3
Houston,Cincinnati,8,128,H,05:00 PM,-6.4,0.5
Wyoming,Fresno St.,-6,126,H,06:00 PM,-1.5,-4.6
Maryland,Ohio St.,-9,143,H,12:00 PM,8.5,0.3
Minnesota,Iowa,-10,150,H,03:30 PM,-5.4,2.9
Washington,Stanford,-5,137,H,03:00 PM,9.3,18.7
Monmouth,Quinnipiac,2,146,H,01:00 PM,-16.0,-7.4
Providence,Georgetown,8,148,H,11:00 AM,4.9,6.4
Iona,Niagara,6,136,H,12:00 PM,-1.3,0.3
Akron,Miami OH,1,137,H,03:00 PM,18.3,15.0
Marist,Saint Peter's,-5,129,H,01:00 PM,-12.4,-12.9
Manhattan,Canisius,-1,145,H,12:00 PM,-6.8,1.7
Nevada,San Diego St.,-12,126,H,03:00 PM,-10.1,-5.6
Siena,Fairfield,-8,128,H,01:00 PM,-2.7,-7.3
Milwaukee,Cleveland St.,-13,143,H,02:00 PM,1.0,-4.2
Colgate,American,9,137,H,05:00 PM,-2.9,-0.8
