AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
LSU,Arkansas,-1,139,N,1:00 PM,-2.5,2.9
Virginia Tech,North Carolina,1,143,N,8:30 PM,4.2,-6.0
Indiana,Illinois,-2,134,N,10:30 AM,2.8,2.0
Michigan St.,Wisconsin,-2,138,N,5:30 PM,-7.7,3.4
Connecticut,Villanova,-3,131,N,8:00 PM,4.1,7.2
San Diego St.,Colorado St.,2,124,N,10:59 PM,-1.7,-2.8
Creighton,Providence,-2,130,N,5:30 PM,-3.4,3.6
Oklahoma,Texas Tech,-5,125,N,8:30 PM,-1.0,0.8
Wyoming,Boise St.,-3,129,N,8:30 PM,-0.4,1.4
Grand Canyon,New Mexico St.,1,129,N,8:00 PM,1.6,0.7
Auburn,Texas A&M,8,140,N,11:00 AM,-9.4,-12.9
Duke,Miami FL,9,153,N,6:00 PM,4.8,-0.8
Abilene Christian,Seattle,1,141,N,10:30 PM,12.9,17.9
Mississippi St.,Tennessee,-6,130,N,5:00 PM,-3.6,-3.0
TCU,Kansas,-10,142,H,6:00 PM,3.6,-1.1
Vanderbilt,Kentucky,-9,141,N,7:00 PM,12.3,7.9
UAB,Middle Tennessee,4,144,N,2:00 PM,-4.2,5.5
USC,UCLA,-7,135,N,10:30 PM,-3.3,-8.5
Iowa,Rutgers,9,145,N,1:00 PM,15.5,15.1
Saint Louis,St. Bonaventure,4,138,N,1:30 PM,-5.8,10.2
Colorado,Arizona,-11,149,N,8:00 PM,11.1,16.7
Ohio,Kent St.,-1,131,N,6:30 PM,-25.2,-14.8
Richmond,VCU,-4,130,N,7:30 PM,-7.9,-6.7
UCF,Memphis,-7,145,N,8:00 PM,-14.2,-20.3
Tulane,Temple,4,136,N,2:00 PM,0.2,0.5
Louisiana Tech,North Texas,-4,120,N,11:30 AM,-0.8,0.0
Weber St.,Montana St.,-2,144,N,6:30 PM,0.8,4.1
UC Santa Barbara,Long Beach St.,3,143,N,8:00 PM,8.8,7.2
Cincinnati,Houston,-13,131,N,12:00 PM,-2.1,4.6
New Orleans,Southeastern Louisiana,1,161,N,7:30 PM,-4.7,-5.6
Penn St.,Purdue,-10,132,N,8:00 PM,-0.8,3.7
Hawaii,Cal St. Fullerton,2,132,N,10:30 PM,-1.6,-2.7
Akron,Toledo,-6,138,N,4:00 PM,9.9,4.0
Tulsa,SMU,-8,140,N,6:00 PM,1.4,7.6
Rider,Monmouth,-2,132,N,5:00 PM,17.2,17.1
Portland St.,Northern Colorado,-3,155,N,9:00 PM,6.0,6.3
Nicholls St.,Texas A&M Corpus Chris,3,143,N,5:00 PM,1.7,-3.6
Fordham,Davidson,-9,131,N,11:00 AM,-2.8,-2.8
Coppin St.,North Carolina Central,-1,139,N,7:30 PM,0.6,5.4
Dayton,Massachusetts,12,144,N,5:00 PM,-3.1,-6.7
Quinnipiac,Saint Peter's,-7,137,N,7:30 PM,-11.7,-6.6
Morgan St.,Norfolk St.,-7,145,N,5:00 PM,5.5,6.8
Grambling St.,Texas Southern,-7,133,N,2:00 PM,0.5,2.4
