AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Michigan,UCF,1,135,H,06:00 PM,-4.9,7.2
Abilene Christian,Utah Valley,-3,127,H,07:00 PM,2.1,-0.0
South Dakota St.,North Dakota St.,7,153,H,07:00 PM,-1.1,5.6
Cal St. Fullerton,Cal St. Bakersfield,-1,129,H,09:00 PM,2.0,6.1
UC Santa Barbara,UC San Diego,2,138,H,09:00 PM,1.1,0.9
Fordham,La Salle,2,132,H,06:00 PM,8.9,9.0
Tennessee Tech,Tennessee St.,-1,141,H,07:30 PM,-4.6,0.6
Weber St.,Montana St.,-5,139,H,08:00 PM,-13.9,-19.2
South Alabama,UT Arlington,5,135,H,07:00 PM,1.5,11.0
Eastern Washington,Portland St.,-2,146,H,09:00 PM,5.0,-1.7
Marshall,Louisiana Tech,-12,160,H,08:00 PM,-11.4,-17.1
Saint Joseph's,Richmond,-9,145,H,06:00 PM,6.8,8.3
Utah,Oregon St.,6,138,H,08:00 PM,2.1,-0.8
Louisiana Lafayette,Appalachian St.,-5,133,H,05:30 PM,-2.7,5.5
Brown,Maryland,-9,133,H,06:00 PM,9.0,2.3
Tarleton St.,Dixie St.,3,129,H,08:00 PM,5.3,14.8
Louisiana Monroe,Coastal Carolina,-6,146,H,06:00 PM,2.0,-3.5
UTEP,UAB,-11,135,H,06:30 PM,1.3,1.3
East Tennessee St.,Chattanooga,-9,133,H,06:00 PM,-3.0,-6.0
Old Dominion,FIU,-4,120,H,06:00 PM,0.3,-2.0
Georgia Southern,Little Rock,4,136,H,06:30 PM,6.0,6.6
Fort Wayne,Illinois Chicago,-5,137,H,07:00 PM,-1.0,-0.9
Milwaukee,Wright St.,-8,138,H,06:00 PM,-6.9,-11.7
Troy,Texas St.,-10,132,H,07:00 PM,-5.9,3.4
Southeast Missouri St.,Murray St.,-20,152,H,07:00 PM,-12.2,-5.0
Fort Wayne,Cleveland St.,-12,144,H,06:00 PM,-8.7,-7.8
Robert Morris,Oakland,-16,148,H,06:00 PM,-7.6,-1.2
Sacramento St.,Southern Utah,-12,142,H,08:00 PM,0.8,-3.2
Tennessee Martin,Austin Peay,-6,144,H,07:30 PM,10.2,14.9
Denver,Oral Roberts,-13,141,H,07:00 PM,-5.0,1.4
Green Bay,Northern Kentucky,-8,128,H,06:00 PM,3.9,8.6
Alabama A&M,Lipscomb,-11,137,H,07:00 PM,6.0,6.5
Lamar,Sam Houston St.,-10,134,H,06:30 PM,1.0,-4.7
Idaho St.,Montana,-10,122,H,08:00 PM,-14.2,-7.4
Maine,Rutgers,-17,119,H,12:00 PM,-6.4,0.8
Chicago St.,Grand Canyon,-19,123,H,07:00 PM,-0.6,-4.8
