AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Connecticut,Xavier,-3,143,H,06:00 PM,17.6,8.4
Fresno St.,Colorado St.,-1,127,H,08:30 PM,3.2,-2.2
UNLV,Boise St.,-8,128,H,10:00 PM,6.2,14.5
St. Bonaventure,Saint Louis,-10,140,H,08:00 PM,-6.4,-4.4
Monmouth,Manhattan,2,142,H,06:00 PM,-11.2,-10.6
Kent St.,Akron,-3,123,H,06:00 PM,9.3,4.4
Nevada,Utah St.,-13,147,H,08:00 PM,-8.5,-5.7
Iona,Siena,7,139,H,08:00 PM,-3.8,-10.7
Detroit,Youngstown St.,-4,140,H,06:00 PM,-6.6,-2.0
Oakland,Robert Morris,6,146,H,06:00 PM,-17.5,-7.5
Wright St.,Milwaukee,6,146,H,06:00 PM,16.9,24.3
Rider,Saint Peter's,-9,129,H,06:00 PM,-3.3,-2.8
Northern Kentucky,Green Bay,3,125,H,07:00 PM,13.2,16.9
