AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Portland St.,Eastern Washington,-7,153,H,4:00 PM,8.0,4.8
USC Upstate,Longwood,-7,145,N,11:00 AM,-2.8,-4.0
Bellarmine,Liberty,-9,135,H,5:00 PM,4.5,7.7
The Citadel,Chattanooga,-11,145,N,11:00 AM,10.6,-4.6
Southern,Alabama A&M,4,128,H,4:00 PM,-16.9,-15.6
UC Irvine,Cal St. Bakersfield,5,123,H,3:00 PM,5.8,-5.9
Stephen F. Austin,UT Rio Grande Valley,8,152,H,7:00 PM,20.9,20.3
Pittsburgh,Notre Dame,-13,129,H,1:30 PM,-16.8,-17.5
Prairie View A&M,Texas Southern,-8,140,H,7:30 PM,8.4,1.7
Grambling St.,Alabama St.,-4,146,H,4:30 PM,1.2,-3.0
Fairfield,Saint Peter's,-8,124,H,12:00 PM,-11.2,-15.0
Quinnipiac,Iona,-16,154,H,12:00 PM,-3.6,-0.6
Denver,North Dakota St.,-7,137,N,8:30 PM,0.3,-0.6
Dixie St.,Grand Canyon,-16,136,H,7:00 PM,0.0,-2.9
Charlotte,Southern Miss,6,140,H,2:00 PM,2.8,-0.4
FIU,Florida Atlantic,-12,138,H,1:00 PM,-2.6,-8.0
Little Rock,Troy,-9,135,N,2:00 PM,8.3,12.1
Northeastern,William & Mary,6,130,N,4:00 PM,9.1,3.7
Northern Arizona,Idaho,-5,147,H,4:00 PM,-0.6,-2.2
Hawaii,Cal St. Northridge,8,128,H,9:00 PM,0.6,4.5
Nebraska Omaha,South Dakota St.,-24,168,N,6:00 PM,-5.1,9.1
Texas A&M Corpus Chris,Incarnate Word,5,139,H,4:00 PM,-3.0,-2.5
Cornell,Columbia,11,159,H,3:00 PM,-0.8,3.0
Cal Baptist,Lamar,7,133,H,2:00 PM,9.0,4.6
Sacramento St.,Montana,-10,130,H,8:00 PM,14.3,13.9
Bethune Cookman,Florida A&M,-6,126,H,3:00 PM,-1.5,-1.3
Chicago St.,Seattle,-18,140,H,3:00 PM,7.8,14.2
Mississippi Valley St.,Jackson St.,-11,135,H,5:30 PM,4.4,7.7
Arkansas Pine Bluff,Alcorn St.,-14,144,H,5:00 PM,0.5,-11.9
