AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Texas Tech,Oklahoma St.,2,126,H,2:00 PM,-10.6,-7.3
Kentucky,Florida,4,144,H,1:00 PM,-9.3,0.1
Alabama,LSU,-5,151,H,11:00 AM,0.4,-1.1
Arkansas,Tennessee,-5,137,H,11:00 AM,6.8,-2.8
Texas,Kansas,-6,138,H,3:00 PM,-1.7,0.9
Seton Hall,Creighton,-1,133,H,1:30 PM,10.2,0.0
TCU,West Virginia,-1,135,H,1:00 PM,2.3,-1.1
Oklahoma,Kansas St.,-2,132,H,3:00 PM,-2.7,3.8
Boise St.,Colorado St.,-2,132,H,7:30 PM,-0.0,-2.1
Virginia Tech,Clemson,1,135,H,1:00 PM,10.8,1.3
St. John's,Marquette,-6,162,H,8:00 PM,13.9,4.4
Miami FL,Syracuse,-3,157,H,12:00 PM,1.9,5.6
VCU,Saint Louis,-2,132,H,3:00 PM,6.1,-1.7
Drake,Missouri St.,-1,143,N,5:00 PM,21.4,6.8
Indiana,Purdue,-8,142,H,1:00 PM,2.0,5.4
BYU,San Francisco,-5,143,N,9:30 PM,-13.5,-5.4
North Carolina,Duke,-13,155,H,5:00 PM,-7.3,5.4
Colorado,Utah,-2,136,H,8:30 PM,1.4,21.5
Vanderbilt,Mississippi,-2,134,H,5:00 PM,2.8,1.8
Mississippi St.,Texas A&M,-3,133,H,7:30 PM,-8.4,-19.1
UNLV,New Mexico,4,152,H,10:00 PM,10.1,-9.3
Fresno St.,Wyoming,-2,122,H,3:00 PM,-6.5,-0.3
Oregon,Washington St.,-4,136,H,3:00 PM,2.9,-10.0
Iowa St.,Baylor,-10,132,H,5:00 PM,-3.5,-6.4
San Diego St.,Nevada,5,131,H,9:30 PM,-1.7,-2.2
Loyola Chicago,Northern Iowa,4,138,N,2:30 PM,10.4,8.9
Davidson,Dayton,-5,131,H,11:30 AM,4.0,3.4
USC,UCLA,-11,137,H,9:00 PM,-2.4,-5.2
Middle Tennessee,Old Dominion,2,132,H,1:00 PM,2.5,-9.0
Louisiana Tech,UAB,-7,149,H,2:00 PM,-1.6,-0.5
Gardner Webb,Winthrop,2,136,N,1:30 PM,-7.1,2.5
UNC Greensboro,Samford,1,133,N,7:30 PM,-7.7,-14.9
Louisiana Lafayette,Texas St.,-4,136,N,11:30 AM,-6.4,10.5
South Carolina,Auburn,-16,144,H,12:00 PM,7.8,1.9
Virginia,Louisville,3,121,H,11:00 AM,11.2,15.5
Princeton,Penn,2,154,H,5:00 PM,16.4,16.4
UC Riverside,Long Beach St.,-2,140,H,6:00 PM,7.5,7.8
Morehead St.,Murray St.,-6,128,N,7:30 PM,1.6,5.0
Portland,Santa Clara,-6,156,N,12:23 AM,5.6,-5.9
Rhode Island,Saint Joseph's,-3,129,H,1:30 PM,-5.2,-10.0
VMI,Wofford,-4,148,N,1:30 PM,-6.4,3.1
Monmouth,Rider,1,133,H,3:00 PM,-16.0,-19.0
Arkansas St.,Georgia St.,-3,133,N,5:00 PM,-21.8,-10.0
DePaul,Connecticut,-11,141,H,4:00 PM,3.0,5.6
Southern Utah,Weber St.,-4,154,H,7:00 PM,6.4,4.7
North Carolina St.,Florida St.,-5,145,H,1:00 PM,-1.9,-9.2
Utah Valley,New Mexico St.,-4,132,H,8:00 PM,-5.9,-7.2
Boston College,Georgia Tech,-3,129,H,11:00 AM,8.4,-4.6
Villanova,Butler,8,124,H,11:00 AM,-8.1,1.2
Stanford,Arizona St.,-6,126,H,2:00 PM,-24.8,-13.2
California,Arizona,-18,142,H,4:00 PM,1.3,-2.3
North Texas,UTEP,6,114,H,2:00 PM,-7.3,-16.9
La Salle,Duquesne,-1,133,H,1:00 PM,12.2,13.4
Mercer,Furman,-7,141,N,5:00 PM,3.3,1.1
Georgia,Missouri,-5,145,H,2:30 PM,3.8,6.9
Jacksonville,Jacksonville St.,-5,123,H,6:00 PM,8.8,5.9
UC Davis,Cal St. Fullerton,-4,138,H,8:00 PM,13.5,8.6
Southeastern Louisiana,Northwestern St.,1,169,H,3:00 PM,-4.3,0.2
Siena,Canisius,-1,135,H,3:00 PM,-4.6,-9.9
George Washington,Fordham,-5,131,H,1:00 PM,6.9,2.6
Marist,Niagara,-2,128,H,12:00 PM,-9.4,-21.1
Rice,UTSA,3,147,H,2:00 PM,-14.0,-17.2
Georgetown,Xavier,-14,152,H,6:00 PM,12.9,2.0
East Carolina,Wichita St.,-10,136,H,2:00 PM,4.2,3.1
Northern Colorado,Montana St.,-8,152,H,5:00 PM,3.9,8.9
New Orleans,Nicholls St.,-7,149,H,3:30 PM,-6.5,-7.6
UC San Diego,Cal Poly,-1,131,H,9:00 PM,2.3,-5.8
Tarleton St.,Abilene Christian,-7,133,H,6:00 PM,-7.7,-7.6
Dartmouth,Harvard,-7,125,H,1:00 PM,-2.2,17.7
McNeese St.,Houston Baptist,-1,147,H,7:00 PM,-9.9,-10.4
LIU Brooklyn,Wagner,-10,148,H,7:00 PM,0.1,-10.8
Marshall,Western Kentucky,-12,160,H,2:00 PM,4.8,-0.9
Mount St. Mary's,Bryant,-7,139,H,5:00 PM,-0.5,8.9
Georgia Southern,Appalachian St.,-5,123,N,7:30 PM,-2.9,-3.0
Massachusetts,George Mason,-11,151,H,3:00 PM,3.3,8.3
Oregon St.,Washington,-10,150,H,6:30 PM,-3.6,-5.2
Brown,Yale,-7,139,H,6:00 PM,-17.7,-12.8
