AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Baylor,Michigan St.,3,141,N,10:00 AM,1.8,-0.7
Duke,Gonzaga,-9,155,N,9:30 PM,-8.8,-10.3
Virginia Tech,Xavier,2,132,N,6:00 PM,6.9,11.3
San Francisco,UAB,1,143,N,10:30 PM,-6.9,-2.8
Alabama,Drake,4,146,N,3:30 PM,-9.2,-9.3
San Diego St.,USC,-3,125,N,10:30 PM,-6.4,-4.6
Auburn,Syracuse,4,148,N,3:30 PM,-0.4,-0.9
Belmont,Iona,3,147,N,5:30 PM,-7.6,-8.2
Miami FL,North Texas,1,127,N,10:00 AM,-12.5,-14.1
Arizona St.,Loyola Chicago,-5,137,N,6:00 PM,-4.3,-7.1
Connecticut,VCU,6,122,N,12:30 PM,0.9,0.3
LSU,Penn St.,8,142,N,6:00 PM,18.9,23.4
Iowa St.,Memphis,-13,145,N,8:00 PM,9.5,11.3
New Mexico,Towson,-1,145,N,8:00 PM,2.3,1.6
Bryant,Brown,-1,149,H,1:00 PM,-2.6,-3.7
Eastern Kentucky,West Virginia,-10,152,H,6:00 PM,15.9,17.8
Hawaii,South Alabama,-1,143,N,5:00 PM,-12.3,-12.1
Oregon St.,Wake Forest,-5,139,N,8:30 PM,-27.5,-26.6
Wichita St.,Missouri,5,129,H,8:00 PM,6.2,7.5
Georgetown,Saint Joseph's,4,146,N,8:00 PM,-13.1,-15.9
North Carolina A&T,Samford,-1,145,N,1:30 PM,-7.1,-6.6
Oklahoma St.,Oral Roberts,9,149,H,3:00 PM,12.4,15.6
VMI,New Orleans,-2,150,H,1:00 PM,-10.5,-7.7
Longwood,Old Dominion,-1,125,H,3:00 PM,29.7,18.0
Montana St.,Portland,2,146,N,2:00 PM,-17.5,-19.1
Dayton,Kansas,-15,135,N,12:30 PM,-11.8,-4.0
Morehead St.,Arkansas St.,-5,137,H,7:00 PM,-8.7,-8.4
Northern Kentucky,DePaul,-9,145,H,4:00 PM,-8.0,-6.2
Illinois Chicago,San Diego,-7,135,N,2:30 PM,-3.5,-6.5
Portland St.,Iowa,-18,154,H,6:00 PM,-9.7,-14.7
Southeast Missouri St.,Incarnate Word,1,147,H,12:00 PM,-5.2,-2.4
Georgia Southern,Georgia Tech,-12,130,H,11:00 AM,12.1,9.6
Austin Peay,Howard,-5,151,H,2:00 PM,0.3,0.4
Tennessee Tech,Tennessee,-20,142,H,2:00 PM,14.5,13.7
McNeese St.,St. Francis NY,-5,153,N,11:00 AM,-3.3,-7.4
UT Rio Grande Valley,Illinois,-27,145,H,7:00 PM,9.4,6.8
Fort Wayne,Southeastern Louisiana,6,146,N,3:30 PM,-4.2,-4.2
North Florida,Kentucky,-23,143,H,6:00 PM,-0.7,1.3
Cal St. Bakersfield,Boise St.,-15,131,H,8:00 PM,-24.2,-24.7
Central Arkansas,Presbyterian,-5,133,N,3:00 PM,0.8,-2.4
Western Michigan,Florida Gulf Coast,-11,151,H,6:00 PM,-16.5,-17.1
Florida A&M,UC Riverside,-13,127,H,1:00 PM,-3.9,-4.4
Charleston Southern,Clemson,-20,138,H,1:00 PM,-3.7,2.3
Lehigh,Virginia,-14,118,H,6:00 PM,-0.0,-1.3
Little Rock,Tulsa,-12,130,H,7:00 PM,3.2,11.4
Alcorn St.,Southern Illinois,-13,131,H,7:00 PM,13.1,13.3
Columbia,Boston College,-18,134,H,1:00 PM,-1.2,-1.8
Arkansas Pine Bluff,Pacific,-17,139,H,9:00 PM,17.5,18.2
Mississippi Valley St.,Mississippi,-30,138,H,3:00 PM,-5.8,-4.9
