AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Gonzaga,UCLA,6,158,N,9:00 PM,7.1,5.3
Arkansas,Cincinnati,1,137,N,8:30 PM,-19.7,-22.3
Oregon,Saint Mary's,1,127,N,7:00 PM,-1.5,-6.8
George Mason,Nevada,2,142,N,6:00 PM,21.5,20.6
James Madison,Wright St.,1,147,N,11:00 AM,24.5,22.4
Butler,Texas A&M,-1,123,N,1:30 PM,-13.7,-14.7
South Dakota St.,Washington,5,157,N,8:30 PM,14.5,17.2
Houston,Wisconsin,6,116,N,4:00 PM,6.9,4.6
Southern Utah,Yale,-1,139,N,11:00 AM,-19.1,-19.7
Toledo,Tulane,2,140,N,1:30 PM,4.6,7.8
Oakland,Rice,1,145,N,4:00 PM,7.9,8.0
Santa Clara,Fresno St.,5,143,N,12:00 AM,9.2,9.4
Buffalo,Stephen F. Austin,5,149,N,5:00 PM,1.2,1.2
Providence,Virginia,4,118,N,6:30 PM,13.5,14.6
Rhode Island,Florida Gulf Coast,4,146,H,6:00 PM,0.3,2.1
Lipscomb,Tennessee Tech,1,147,H,6:00 PM,2.4,6.2
Louisiana Lafayette,Marshall,-6,156,H,6:00 PM,7.4,6.0
Wofford,South Carolina,-5,139,H,6:00 PM,1.0,1.4
Illinois,Kansas St.,10,130,N,6:00 PM,2.2,0.3
Middle Tennessee,Rider,1,143,N,11:30 AM,12.2,12.3
Bowling Green,Milwaukee,-1,147,N,1:30 PM,-10.4,-10.2
Northern Colorado,San Jose St.,-1,141,H,9:00 PM,-7.8,-6.0
East Tennessee St.,Missouri St.,-6,136,N,7:00 PM,-1.8,2.1
Akron,Appalachian St.,3,131,N,12:30 PM,-1.0,-1.2
Delaware,Fordham,2,132,N,6:30 PM,-7.4,-14.4
Penn,Towson,-2,136,H,1:00 PM,0.6,-0.9
Georgia,Northwestern,-10,140,N,4:00 PM,3.7,4.8
Quinnipiac,New Hampshire,-5,139,H,3:00 PM,-12.5,-11.9
Charlotte,Drexel,5,131,N,11:00 AM,8.0,7.2
George Washington,Kent St.,-8,140,N,4:30 PM,-10.3,-2.9
Illinois St.,Saint Louis,-10,140,N,7:30 PM,-13.4,-11.8
Bucknell,Mercer,-5,147,N,2:00 PM,5.6,5.3
Jackson St.,Indiana,-17,129,H,6:00 PM,-7.4,-8.1
LIU Brooklyn,Saint Peter's,-8,138,H,6:00 PM,-10.3,-10.4
USC Upstate,South Carolina St.,-1,143,H,6:00 PM,-1.4,-2.6
St. Francis NY,St. John's,-20,158,H,6:00 PM,-10.1,-7.0
UNC Asheville,North Carolina,-18,156,H,6:00 PM,6.1,8.4
Evansville,Vermont,-8,126,N,10:00 AM,-8.6,-5.8
Long Beach St.,Murray St.,-12,146,N,1:30 PM,-0.4,-2.5
Sacramento St.,UC Davis,-7,139,N,9:30 PM,-13.4,-13.6
American,UMBC,-5,139,H,6:00 PM,-3.9,1.0
Tennessee St.,Nebraska,-16,148,H,8:00 PM,0.9,-0.8
North Carolina A&T,Stanford,-13,133,H,9:00 PM,5.2,5.2
Kennesaw St.,Wake Forest,-16,142,H,7:00 PM,-10.2,-12.4
Cal St. Fullerton,UT Rio Grande Valley,8,148,N,7:00 PM,10.6,11.4
Hartford,Merrimack,-6,120,H,6:00 PM,-3.2,-6.5
Bellarmine,Central Michigan,7,145,N,6:00 PM,4.5,4.9
Nebraska Omaha,Texas Tech,-28,140,H,7:00 PM,-5.9,-4.4
Central Connecticut,Maine,-7,131,H,6:00 PM,11.5,10.1
Columbia,Lehigh,-10,138,H,6:00 PM,-4.8,-5.8
Bethune Cookman,Liberty,-15,129,N,4:00 PM,16.9,18.0
