AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Texas Tech,Kansas,-5,139,H,08:00 PM,6.8,3.1
St. John's,Seton Hall,-10,156,H,08:00 PM,8.1,24.1
Virginia Tech,North Carolina,-4,140,H,07:00 PM,-6.6,-1.7
Florida,Mississippi,4,132,H,06:00 PM,-1.7,0.9
Towson,Delaware,1,145,H,06:00 PM,-3.3,-3.2
Weber St.,Southern Utah,-3,153,H,08:00 PM,1.3,10.9
Howard,Coppin St.,3,157,H,06:30 PM,-15.2,-1.7
Saint Joseph's,George Mason,-6,136,H,06:00 PM,6.1,-1.7
UNLV,San Diego St.,-8,120,H,08:00 PM,1.9,8.5
Louisville,Virginia,-4,118,H,06:00 PM,-10.2,-14.2
SIU Edwardsville,Tennessee Martin,-2,144,H,07:00 PM,-2.8,-2.0
UNC Wilmington,Northeastern,-3,129,H,06:00 PM,16.4,13.3
Winthrop,High Point,-3,139,H,05:00 PM,-6.3,-4.0
San Diego,Santa Clara,-10,144,H,08:00 PM,3.5,6.5
Bellarmine,Jacksonville St.,-6,134,H,06:00 PM,9.2,10.9
Arizona St.,USC,-13,133,H,10:00 PM,6.2,4.3
Boston College,Wake Forest,-13,141,H,05:00 PM,-11.2,-12.9
South Dakota,Western Illinois,-7,149,H,06:00 PM,8.3,9.0
Jackson St.,Florida A&M,-1,117,H,06:30 PM,0.2,-7.6
Jacksonville,Kennesaw St.,-4,124,H,04:00 PM,-6.8,-3.7
Tennessee Tech,Murray St.,-17,141,H,07:00 PM,0.5,6.1
Alcorn St.,Bethune Cookman,3,127,H,06:30 PM,-3.0,-5.5
North Carolina Central,Maryland Eastern Shore,1,131,H,06:30 PM,2.9,13.7
Sacramento St.,Northern Arizona,-1,131,H,07:00 PM,5.0,-4.4
Idaho,Portland St.,-7,149,H,09:00 PM,0.6,2.5
Loyola MD,Colgate,-10,140,H,06:00 PM,-0.7,-5.8
Lafayette,American,-1,135,H,06:00 PM,4.0,-3.4
Morgan St.,Norfolk St.,-9,147,H,06:00 PM,1.7,-9.0
Alabama St.,Texas Southern,-12,136,H,07:30 PM,-2.6,1.5
Longwood,Hampton,6,126,H,05:00 PM,4.0,5.7
Tennessee St.,Morehead St.,-13,139,H,06:00 PM,1.9,6.1
Eastern Washington,Idaho St.,7,137,H,08:00 PM,5.6,12.0
Alabama A&M,Prairie View A&M,-8,134,H,07:30 PM,-1.4,-26.4
Belmont,Eastern Illinois,22,132,H,05:00 PM,2.5,-8.0
South Carolina St.,Delaware St.,7,139,H,06:30 PM,14.0,1.6
Mississippi Valley St.,Southern,-21,153,H,07:30 PM,1.8,-1.9
Arkansas Pine Bluff,Grambling St.,-10,144,H,07:30 PM,-5.4,3.4
New Hampshire,Maine,10,124,H,06:00 PM,-15.3,-6.8
