AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Baylor,Oklahoma St.,4,140,H,08:00 PM,-17.1,-0.5
Indiana,Ohio St.,-4,136,H,06:00 PM,-4.0,-2.4
New Mexico St.,Seattle,-2,140,H,09:00 PM,2.0,3.1
West Virginia,TCU,-4,130,H,07:00 PM,0.9,-1.2
Florida St.,Boston College,1,135,H,06:00 PM,-13.1,-4.2
Penn St.,Maryland,-2,126,H,06:00 PM,-1.8,3.7
Loyola Chicago,Illinois St.,5,143,H,07:00 PM,3.9,-12.2
Louisville,North Carolina,-12,148,H,06:00 PM,-0.5,0.4
Arizona St.,UCLA,-15,131,H,08:00 PM,14.2,10.6
Georgia Tech,Syracuse,-12,146,H,06:00 PM,-9.2,-7.0
UTEP,Middle Tennessee,-8,138,H,06:00 PM,-2.2,-4.0
Marshall,Southern Miss,1,155,H,07:00 PM,-3.3,-4.6
Indiana St.,Drake,-10,140,H,07:00 PM,-15.5,-11.5
San Francisco,Pacific,12,134,H,08:00 PM,-0.3,-1.0
The Citadel,Samford,-9,159,H,07:00 PM,-3.8,-8.2
Liberty,Central Arkansas,9,153,H,06:00 PM,-12.8,-18.2
Southern Utah,Northern Arizona,4,146,H,07:00 PM,-7.0,-5.3
Norfolk St.,Morgan St.,5,147,H,06:30 PM,3.1,-1.1
Alabama St.,Bethune Cookman,-2,134,H,08:00 PM,-2.9,-5.4
Coppin St.,Howard,-11,153,H,06:00 PM,-12.4,-5.9
Maryland Eastern Shore,North Carolina Central,-5,131,H,06:30 PM,5.6,9.9
Prairie View A&M,Mississippi Valley St.,6,160,H,07:30 PM,3.8,-5.0
Evansville,Valparaiso,-9,123,H,07:00 PM,-3.7,-17.2
Texas Southern,Arkansas Pine Bluff,9,137,H,07:30 PM,-8.7,-3.7
American,Colgate,-17,139,H,05:30 PM,3.0,5.3
Idaho St.,Northern Colorado,-13,145,H,07:00 PM,12.6,7.5
Alabama A&M,Florida A&M,-8,120,H,06:30 PM,-5.6,1.9
Holy Cross,Lafayette,-8,134,H,06:00 PM,3.4,8.5
Delaware St.,South Carolina St.,-12,134,H,06:30 PM,15.5,12.6
