AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Alabama,Florida,-1,149,H,6:00 PM,1.0,-4.6
Texas Tech,Iowa St.,-2,120,H,8:00 PM,-6.4,-4.1
North Carolina,Notre Dame,2,148,H,8:00 PM,6.3,13.7
Davidson,Saint Joseph's,1,143,H,6:00 PM,-7.5,-6.0
Syracuse,Miami FL,-2,164,H,7:00 PM,-4.2,-7.8
VCU,Dayton,-1,117,H,6:00 PM,-9.6,0.6
Missouri St.,Bradley,1,133,H,8:00 PM,-8.0,-5.7
Chattanooga,Wofford,2,136,H,6:00 PM,2.7,13.2
Tulane,East Carolina,-3,143,H,6:00 PM,7.9,18.8
DePaul,St. John's,-8,158,H,5:30 PM,2.9,-12.6
Creighton,Villanova,-9,127,H,7:30 PM,19.7,12.2
James Madison,Drexel,-3,141,H,6:00 PM,1.6,-1.2
VMI,East Tennessee St.,-2,142,H,6:00 PM,20.1,24.6
Penn St.,Northwestern,-6,126,H,8:00 PM,2.0,4.2
The Citadel,Western Carolina,-1,155,H,6:00 PM,-3.3,-2.8
Mississippi,Tennessee,-13,129,H,6:00 PM,-13.8,-10.8
Furman,UNC Greensboro,3,127,H,6:00 PM,2.5,5.2
Youngstown St.,Robert Morris,1,151,H,6:00 PM,7.7,-1.0
Nebraska,Michigan St.,-19,153,H,6:00 PM,-6.1,2.1
Bowling Green,Buffalo,-11,167,H,6:00 PM,11.4,10.8
Massachusetts,Richmond,-10,160,H,6:00 PM,-4.2,2.2
Valparaiso,Northern Iowa,-7,137,H,8:00 PM,1.5,-0.6
Temple,UCF,-11,133,H,6:00 PM,-1.0,4.4
Prairie View A&M,Southern,-6,156,H,7:30 PM,-11.2,-20.9
Texas Southern,Grambling St.,4,134,H,7:30 PM,7.2,3.9
Houston,South Florida,16,114,H,6:00 PM,7.1,-0.4
Samford,Mercer,-7,143,H,6:00 PM,-2.6,-4.9
Pittsburgh,Louisville,-11,123,H,6:00 PM,12.2,9.1
Presbyterian,North Carolina A&T,-4,126,H,6:00 PM,-4.1,-3.1
UNC Asheville,Campbell,-7,131,H,6:00 PM,1.2,9.9
Gardner Webb,Charleston Southern,9,147,H,6:00 PM,5.9,9.5
Alabama St.,Arkansas Pine Bluff,2,150,H,7:30 PM,0.3,11.5
Milwaukee,Green Bay,-2,128,H,7:00 PM,-5.7,-5.7
Binghamton,Albany,-4,124,H,6:00 PM,-1.1,-7.5
Evansville,Indiana St.,-9,135,H,6:00 PM,-0.8,-10.9
Fort Wayne,Cleveland St.,-12,148,H,6:00 PM,-5.1,1.5
North Florida,Florida Gulf Coast,-13,155,H,6:30 PM,-10.5,-2.5
Alcorn St.,Jackson St.,-8,122,H,6:30 PM,-7.9,-8.7
Alabama A&M,Mississippi Valley St.,4,136,H,7:30 PM,-8.3,4.0
Bethune Cookman,FIU,-10,128,H,12:00 PM,8.0,8.7
