AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Texas,Seton Hall,1,131,H,05:30 PM,11.6,5.9
Iowa,Iowa St.,2,152,H,08:00 PM,-15.0,-8.7
Monmouth,St. John's,-6,154,H,07:30 PM,22.6,13.0
Grand Canyon,Arizona St.,-2,128,H,08:30 PM,13.3,13.6
Purdue,Rutgers,11,135,H,06:00 PM,16.8,17.6
Colgate,Pittsburgh,4,138,H,07:00 PM,-4.4,1.5
LIU Brooklyn,Fordham,-7,141,H,06:00 PM,-1.0,-1.6
Merrimack,Gonzaga,-25,133,H,08:00 PM,-2.5,1.8
Detroit,Kent St.,-8,142,H,06:00 PM,13.4,13.8
Hampton,William & Mary,-1,133,H,06:00 PM,8.8,12.0
Denver,New Mexico,-12,152,H,08:00 PM,-0.8,-0.5
Bethune Cookman,North Carolina St.,-19,141,H,05:30 PM,14.7,11.0
Nicholls St.,Mississippi Valley St.,11,147,H,06:00 PM,-10.7,-6.0
