AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Saint Mary's,San Diego St.,1,113,N,09:00 PM,0.8,-5.8
Villanova,Creighton,6,126,H,07:00 PM,-16.2,-22.7
North Carolina St.,Richmond,-1,139,N,05:30 PM,-1.3,1.2
East Carolina,Liberty,-1,127,N,12:30 PM,1.0,-1.7
South Alabama,Tarleton St.,-1,125,H,07:00 PM,5.8,-0.4
San Jose St.,Portland,-2,144,H,08:00 PM,6.8,15.4
St. Bonaventure,Virginia Tech,-4,126,N,03:00 PM,-6.1,-22.2
UT Rio Grande Valley,UTSA,-4,156,H,07:00 PM,6.9,7.6
Charlotte,Wake Forest,-8,144,N,08:00 PM,-8.2,0.9
North Dakota St.,Pacific,-3,123,H,09:00 PM,-0.0,8.7
Furman,Mississippi St.,-10,134,H,06:00 PM,-0.6,-1.8
Florida A&M,Santa Clara,-18,140,H,08:00 PM,4.9,11.0
Cal Poly,Fresno St.,-13,115,H,09:00 PM,-6.2,-16.6
