AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Illinois,Michigan,-1,141,H,1:00 PM,-9.6,-4.8
St. John's,DePaul,1,155,H,4:00 PM,9.3,4.9
Ohio St.,Maryland,3,145,H,3:00 PM,-0.7,3.4
Tulane,Temple,-1,137,H,2:00 PM,1.5,1.9
Indiana,Minnesota,3,131,H,5:00 PM,-1.1,-3.3
Wichita St.,Memphis,-6,142,H,1:30 PM,-9.2,-1.6
SMU,Houston,-13,137,H,11:30 AM,6.0,6.0
Princeton,Harvard,1,143,H,11:00 AM,8.6,3.9
Monmouth,Siena,-1,133,H,1:00 PM,-12.5,-12.5
Montana St.,Montana,1,135,H,4:00 PM,11.5,1.4
Connecticut,Georgetown,10,148,H,11:00 AM,4.3,0.7
Fairfield,Manhattan,-1,139,H,1:00 PM,-5.5,-4.4
Iona,Rider,6,142,H,1:00 PM,-9.6,-6.6
East Tennessee St.,UNC Greensboro,-3,129,H,3:00 PM,-0.3,-3.0
Nebraska,Penn St.,-9,135,H,6:00 PM,-1.3,-1.4
George Washington,George Mason,-10,140,H,1:30 PM,12.1,8.7
Niagara,Saint Peter's,-6,126,H,1:00 PM,-0.6,-3.2
